dataset,time,obs_value,freq,age,sex,indic_il,unit,geo
ilc_di03,2009,15531.0,A,Y_LT60,F,MED_E,NAC,IT
ilc_di03,2009,17882.0,A,Y_LT60,F,MED_E,PPS,FI
ilc_di03,2009,15161.0,A,Y_LT60,F,MED_E,PPS,IT
ilc_di03,2009,23651.0,A,Y_LT60,F,MEI_E,EUR,FI
ilc_di03,2009,17663.0,A,Y_LT60,F,MEI_E,EUR,IT
ilc_di03,2009,23651.0,A,Y_LT60,F,MEI_E,NAC,FI
ilc_di03,2009,17663.0,A,Y_LT60,F,MEI_E,NAC,IT
ilc_di03,2009,19597.0,A,Y_LT60,F,MEI_E,PPS,FI
ilc_di03,2009,17242.0,A,Y_LT60,F,MEI_E,PPS,IT
ilc_di03,2009,22148.0,A,Y_LT60,M,MED_E,EUR,FI
ilc_di03,2009,16222.0,A,Y_LT60,M,MED_E,EUR,IT
ilc_di03,2009,22148.0,A,Y_LT60,M,MED_E,NAC,FI
ilc_di03,2009,16222.0,A,Y_LT60,M,MED_E,NAC,IT
ilc_di03,2009,18351.0,A,Y_LT60,M,MED_E,PPS,FI
ilc_di03,2009,15835.0,A,Y_LT60,M,MED_E,PPS,IT
ilc_di03,2009,23826.0,A,Y_LT60,M,MEI_E,EUR,FI
ilc_di03,2009,18279.0,A,Y_LT60,M,MEI_E,EUR,IT
ilc_di03,2009,23826.0,A,Y_LT60,M,MEI_E,NAC,FI
ilc_di03,2009,18279.0,A,Y_LT60,M,MEI_E,NAC,IT
ilc_di03,2009,19741.0,A,Y_LT60,M,MEI_E,PPS,FI
ilc_di03,2009,17843.0,A,Y_LT60,M,MEI_E,PPS,IT
ilc_di03,2009,21827.0,A,Y_LT60,T,MED_E,EUR,FI
ilc_di03,2009,15872.0,A,Y_LT60,T,MED_E,EUR,IT
ilc_di03,2009,21827.0,A,Y_LT60,T,MED_E,NAC,FI
ilc_di03,2009,15872.0,A,Y_LT60,T,MED_E,NAC,IT
ilc_di03,2009,18085.0,A,Y_LT60,T,MED_E,PPS,FI
ilc_di03,2009,15493.0,A,Y_LT60,T,MED_E,PPS,IT
ilc_di03,2009,23740.0,A,Y_LT60,T,MEI_E,EUR,FI
ilc_di03,2009,17973.0,A,Y_LT60,T,MEI_E,EUR,IT
ilc_di03,2009,23740.0,A,Y_LT60,T,MEI_E,NAC,FI
ilc_di03,2009,17973.0,A,Y_LT60,T,MEI_E,NAC,IT
ilc_di03,2009,19670.0,A,Y_LT60,T,MEI_E,PPS,FI
ilc_di03,2009,17544.0,A,Y_LT60,T,MEI_E,PPS,IT
ilc_di03,2009,21562.0,A,Y_LT65,F,MED_E,EUR,FI
ilc_di03,2009,15632.0,A,Y_LT65,F,MED_E,EUR,IT
ilc_di03,2009,21562.0,A,Y_LT65,F,MED_E,NAC,FI
ilc_di03,2009,15632.0,A,Y_LT65,F,MED_E,NAC,IT
ilc_di03,2009,17866.0,A,Y_LT65,F,MED_E,PPS,FI
ilc_di03,2009,15259.0,A,Y_LT65,F,MED_E,PPS,IT
ilc_di03,2009,23778.0,A,Y_LT65,F,MEI_E,EUR,FI
ilc_di03,2009,17847.0,A,Y_LT65,F,MEI_E,EUR,IT
ilc_di03,2009,23778.0,A,Y_LT65,F,MEI_E,NAC,FI
ilc_di03,2009,17847.0,A,Y_LT65,F,MEI_E,NAC,IT
ilc_di03,2009,19701.0,A,Y_LT65,F,MEI_E,PPS,FI
ilc_di03,2009,17421.0,A,Y_LT65,F,MEI_E,PPS,IT
ilc_di03,2009,22206.0,A,Y_LT65,M,MED_E,EUR,FI
ilc_di03,2009,16418.0,A,Y_LT65,M,MED_E,EUR,IT
ilc_di03,2009,22206.0,A,Y_LT65,M,MED_E,NAC,FI
ilc_di03,2009,16418.0,A,Y_LT65,M,MED_E,NAC,IT
ilc_di03,2009,18399.0,A,Y_LT65,M,MED_E,PPS,FI
ilc_di03,2009,16026.0,A,Y_LT65,M,MED_E,PPS,IT
ilc_di03,2009,24053.0,A,Y_LT65,M,MEI_E,EUR,FI
ilc_di03,2009,18546.0,A,Y_LT65,M,MEI_E,EUR,IT
ilc_di03,2009,24053.0,A,Y_LT65,M,MEI_E,NAC,FI
ilc_di03,2009,18546.0,A,Y_LT65,M,MEI_E,NAC,IT
ilc_di03,2009,19929.0,A,Y_LT65,M,MEI_E,PPS,FI
ilc_di03,2009,18103.0,A,Y_LT65,M,MEI_E,PPS,IT
ilc_di03,2009,21853.0,A,Y_LT65,T,MED_E,EUR,FI
ilc_di03,2009,16002.0,A,Y_LT65,T,MED_E,EUR,IT
ilc_di03,2009,21853.0,A,Y_LT65,T,MED_E,NAC,FI
ilc_di03,2009,16002.0,A,Y_LT65,T,MED_E,NAC,IT
ilc_di03,2009,18106.0,A,Y_LT65,T,MED_E,PPS,FI
ilc_di03,2009,15620.0,A,Y_LT65,T,MED_E,PPS,IT
ilc_di03,2009,23917.0,A,Y_LT65,T,MEI_E,EUR,FI
ilc_di03,2009,18198.0,A,Y_LT65,T,MEI_E,EUR,IT
ilc_di03,2009,23917.0,A,Y_LT65,T,MEI_E,NAC,FI
ilc_di03,2009,18198.0,A,Y_LT65,T,MEI_E,NAC,IT
ilc_di03,2009,19816.0,A,Y_LT65,T,MEI_E,PPS,FI
ilc_di03,2009,17764.0,A,Y_LT65,T,MEI_E,PPS,IT
ilc_di03,2009,21102.0,A,Y_LT75,F,MED_E,EUR,FI
ilc_di03,2009,15428.0,A,Y_LT75,F,MED_E,EUR,IT
ilc_di03,2009,21102.0,A,Y_LT75,F,MED_E,NAC,FI
ilc_di03,2009,15428.0,A,Y_LT75,F,MED_E,NAC,IT
ilc_di03,2009,17485.0,A,Y_LT75,F,MED_E,PPS,FI
ilc_di03,2009,15060.0,A,Y_LT75,F,MED_E,PPS,IT
ilc_di03,2009,23294.0,A,Y_LT75,F,MEI_E,EUR,FI
ilc_di03,2009,17752.0,A,Y_LT75,F,MEI_E,EUR,IT
ilc_di03,2009,23294.0,A,Y_LT75,F,MEI_E,NAC,FI
ilc_di03,2009,17752.0,A,Y_LT75,F,MEI_E,NAC,IT
ilc_di03,2009,19300.0,A,Y_LT75,F,MEI_E,PPS,FI
ilc_di03,2009,17329.0,A,Y_LT75,F,MEI_E,PPS,IT
ilc_di03,2009,21817.0,A,Y_LT75,M,MED_E,EUR,FI
ilc_di03,2009,16298.0,A,Y_LT75,M,MED_E,EUR,IT
ilc_di03,2009,21817.0,A,Y_LT75,M,MED_E,NAC,FI
ilc_di03,2009,16298.0,A,Y_LT75,M,MED_E,NAC,IT
ilc_di03,2009,18077.0,A,Y_LT75,M,MED_E,PPS,FI
ilc_di03,2009,15909.0,A,Y_LT75,M,MED_E,PPS,IT
ilc_di03,2009,23831.0,A,Y_LT75,M,MEI_E,EUR,FI
ilc_di03,2009,18678.0,A,Y_LT75,M,MEI_E,EUR,IT
ilc_di03,2009,23831.0,A,Y_LT75,M,MEI_E,NAC,FI
ilc_di03,2009,18678.0,A,Y_LT75,M,MEI_E,NAC,IT
ilc_di03,2009,19745.0,A,Y_LT75,M,MEI_E,PPS,FI
ilc_di03,2009,18233.0,A,Y_LT75,M,MEI_E,PPS,IT
ilc_di03,2009,21435.0,A,Y_LT75,T,MED_E,EUR,FI
ilc_di03,2009,15867.0,A,Y_LT75,T,MED_E,EUR,IT
ilc_di03,2009,21435.0,A,Y_LT75,T,MED_E,NAC,FI
ilc_di03,2009,15867.0,A,Y_LT75,T,MED_E,NAC,IT
ilc_di03,2009,17760.0,A,Y_LT75,T,MED_E,PPS,FI
ilc_di03,2009,15488.0,A,Y_LT75,T,MED_E,PPS,IT
ilc_di03,2009,23562.0,A,Y_LT75,T,MEI_E,EUR,FI
ilc_di03,2009,18213.0,A,Y_LT75,T,MEI_E,EUR,IT
ilc_di03,2009,23562.0,A,Y_LT75,T,MEI_E,NAC,FI
ilc_di03,2009,18213.0,A,Y_LT75,T,MEI_E,NAC,IT
ilc_di03,2009,19523.0,A,Y_LT75,T,MEI_E,PPS,FI
ilc_di03,2009,17778.0,A,Y_LT75,T,MEI_E,PPS,IT
ilc_di03,2010,20854.0,A,TOTAL,F,MED_E,EUR,FI
ilc_di03,2010,15413.0,A,TOTAL,F,MED_E,EUR,IT
ilc_di03,2010,20854.0,A,TOTAL,F,MED_E,NAC,FI
ilc_di03,2010,15413.0,A,TOTAL,F,MED_E,NAC,IT
ilc_di03,2010,16813.0,A,TOTAL,F,MED_E,PPS,FI
ilc_di03,2010,14700.0,A,TOTAL,F,MED_E,PPS,IT
ilc_di03,2010,23033.0,A,TOTAL,F,MEI_E,EUR,FI
ilc_di03,2010,17726.0,A,TOTAL,F,MEI_E,EUR,IT
ilc_di03,2010,23033.0,A,TOTAL,F,MEI_E,NAC,FI
ilc_di03,2010,17726.0,A,TOTAL,F,MEI_E,NAC,IT
ilc_di03,2010,18569.0,A,TOTAL,F,MEI_E,PPS,FI
ilc_di03,2010,16906.0,A,TOTAL,F,MEI_E,PPS,IT
ilc_di03,2010,21802.0,A,TOTAL,M,MED_E,EUR,FI
ilc_di03,2010,16543.0,A,TOTAL,M,MED_E,EUR,IT
ilc_di03,2010,21802.0,A,TOTAL,M,MED_E,NAC,FI
ilc_di03,2010,16543.0,A,TOTAL,M,MED_E,NAC,IT
ilc_di03,2010,17577.0,A,TOTAL,M,MED_E,PPS,FI
ilc_di03,2010,15777.0,A,TOTAL,M,MED_E,PPS,IT
ilc_di03,2010,24043.0,A,TOTAL,M,MEI_E,EUR,FI
ilc_di03,2010,18747.0,A,TOTAL,M,MEI_E,EUR,IT
ilc_di03,2010,24043.0,A,TOTAL,M,MEI_E,NAC,FI
ilc_di03,2010,18747.0,A,TOTAL,M,MEI_E,NAC,IT
ilc_di03,2010,19384.0,A,TOTAL,M,MEI_E,PPS,FI
ilc_di03,2010,17879.0,A,TOTAL,M,MEI_E,PPS,IT
ilc_di03,2010,21349.0,A,TOTAL,T,MED_E,EUR,FI
ilc_di03,2010,15964.0,A,TOTAL,T,MED_E,EUR,IT
ilc_di03,2010,21349.0,A,TOTAL,T,MED_E,NAC,FI
ilc_di03,2010,15964.0,A,TOTAL,T,MED_E,NAC,IT
ilc_di03,2010,17211.0,A,TOTAL,T,MED_E,PPS,FI
ilc_di03,2010,15225.0,A,TOTAL,T,MED_E,PPS,IT
ilc_di03,2010,23528.0,A,TOTAL,T,MEI_E,EUR,FI
ilc_di03,2010,18221.0,A,TOTAL,T,MEI_E,EUR,IT
ilc_di03,2010,23528.0,A,TOTAL,T,MEI_E,NAC,FI
ilc_di03,2010,18221.0,A,TOTAL,T,MEI_E,NAC,IT
ilc_di03,2010,18968.0,A,TOTAL,T,MEI_E,PPS,FI
ilc_di03,2010,17378.0,A,TOTAL,T,MEI_E,PPS,IT
ilc_di03,2010,20686.0,A,Y12-17,F,MED_E,EUR,FI
ilc_di03,2010,13273.0,A,Y12-17,F,MED_E,EUR,IT
ilc_di03,2010,20686.0,A,Y12-17,F,MED_E,NAC,FI
ilc_di03,2010,13273.0,A,Y12-17,F,MED_E,NAC,IT
ilc_di03,2010,16677.0,A,Y12-17,F,MED_E,PPS,FI
ilc_di03,2010,12659.0,A,Y12-17,F,MED_E,PPS,IT
ilc_di03,2010,22073.0,A,Y12-17,F,MEI_E,EUR,FI
ilc_di03,2010,15601.0,A,Y12-17,F,MEI_E,EUR,IT
ilc_di03,2010,22073.0,A,Y12-17,F,MEI_E,NAC,FI
ilc_di03,2010,15601.0,A,Y12-17,F,MEI_E,NAC,IT
ilc_di03,2010,17796.0,A,Y12-17,F,MEI_E,PPS,FI
ilc_di03,2010,14879.0,A,Y12-17,F,MEI_E,PPS,IT
ilc_di03,2010,20334.0,A,Y12-17,M,MED_E,EUR,FI
ilc_di03,2010,13783.0,A,Y12-17,M,MED_E,EUR,IT
ilc_di03,2010,20334.0,A,Y12-17,M,MED_E,NAC,FI
ilc_di03,2010,13783.0,A,Y12-17,M,MED_E,NAC,IT
ilc_di03,2010,16394.0,A,Y12-17,M,MED_E,PPS,FI
ilc_di03,2010,13145.0,A,Y12-17,M,MED_E,PPS,IT
ilc_di03,2010,22896.0,A,Y12-17,M,MEI_E,EUR,FI
ilc_di03,2010,16333.0,A,Y12-17,M,MEI_E,EUR,IT
ilc_di03,2010,22896.0,A,Y12-17,M,MEI_E,NAC,FI
ilc_di03,2010,16333.0,A,Y12-17,M,MEI_E,NAC,IT
ilc_di03,2010,18459.0,A,Y12-17,M,MEI_E,PPS,FI
ilc_di03,2010,15577.0,A,Y12-17,M,MEI_E,PPS,IT
ilc_di03,2010,20496.0,A,Y12-17,T,MED_E,EUR,FI
ilc_di03,2010,13518.0,A,Y12-17,T,MED_E,EUR,IT
ilc_di03,2010,20496.0,A,Y12-17,T,MED_E,NAC,FI
ilc_di03,2010,13518.0,A,Y12-17,T,MED_E,NAC,IT
ilc_di03,2010,16524.0,A,Y12-17,T,MED_E,PPS,FI
ilc_di03,2010,12893.0,A,Y12-17,T,MED_E,PPS,IT
ilc_di03,2010,22487.0,A,Y12-17,T,MEI_E,EUR,FI
ilc_di03,2010,15981.0,A,Y12-17,T,MEI_E,EUR,IT
ilc_di03,2010,22487.0,A,Y12-17,T,MEI_E,NAC,FI
ilc_di03,2010,15981.0,A,Y12-17,T,MEI_E,NAC,IT
ilc_di03,2010,18129.0,A,Y12-17,T,MEI_E,PPS,FI
ilc_di03,2010,15242.0,A,Y12-17,T,MEI_E,PPS,IT
ilc_di03,2010,18314.0,A,Y16-24,F,MED_E,EUR,FI
ilc_di03,2010,13894.0,A,Y16-24,F,MED_E,EUR,IT
ilc_di03,2010,18314.0,A,Y16-24,F,MED_E,NAC,FI
ilc_di03,2010,13894.0,A,Y16-24,F,MED_E,NAC,IT
ilc_di03,2010,14765.0,A,Y16-24,F,MED_E,PPS,FI
ilc_di03,2010,13251.0,A,Y16-24,F,MED_E,PPS,IT
ilc_di03,2010,19031.0,A,Y16-24,F,MEI_E,EUR,FI
ilc_di03,2010,16294.0,A,Y16-24,F,MEI_E,EUR,IT
ilc_di03,2010,19031.0,A,Y16-24,F,MEI_E,NAC,FI
ilc_di03,2010,16294.0,A,Y16-24,F,MEI_E,NAC,IT
ilc_di03,2010,15343.0,A,Y16-24,F,MEI_E,PPS,FI
ilc_di03,2010,15540.0,A,Y16-24,F,MEI_E,PPS,IT
ilc_di03,2010,19074.0,A,Y16-24,M,MED_E,EUR,FI
ilc_di03,2010,14922.0,A,Y16-24,M,MED_E,EUR,IT
ilc_di03,2010,19074.0,A,Y16-24,M,MED_E,NAC,FI
ilc_di03,2010,14922.0,A,Y16-24,M,MED_E,NAC,IT
ilc_di03,2010,15378.0,A,Y16-24,M,MED_E,PPS,FI
ilc_di03,2010,14231.0,A,Y16-24,M,MED_E,PPS,IT
ilc_di03,2010,20565.0,A,Y16-24,M,MEI_E,EUR,FI
ilc_di03,2010,17041.0,A,Y16-24,M,MEI_E,EUR,IT
ilc_di03,2010,20565.0,A,Y16-24,M,MEI_E,NAC,FI
ilc_di03,2010,17041.0,A,Y16-24,M,MEI_E,NAC,IT
ilc_di03,2010,16580.0,A,Y16-24,M,MEI_E,PPS,FI
ilc_di03,2010,16253.0,A,Y16-24,M,MEI_E,PPS,IT
ilc_di03,2010,18759.0,A,Y16-24,T,MED_E,EUR,FI
ilc_di03,2010,14432.0,A,Y16-24,T,MED_E,EUR,IT
ilc_di03,2010,18759.0,A,Y16-24,T,MED_E,NAC,FI
ilc_di03,2010,14432.0,A,Y16-24,T,MED_E,NAC,IT
ilc_di03,2010,15123.0,A,Y16-24,T,MED_E,PPS,FI
ilc_di03,2010,13764.0,A,Y16-24,T,MED_E,PPS,IT
ilc_di03,2010,19824.0,A,Y16-24,T,MEI_E,EUR,FI
ilc_di03,2010,16677.0,A,Y16-24,T,MEI_E,EUR,IT
ilc_di03,2010,19824.0,A,Y16-24,T,MEI_E,NAC,FI
ilc_di03,2010,16677.0,A,Y16-24,T,MEI_E,NAC,IT
ilc_di03,2010,15982.0,A,Y16-24,T,MEI_E,PPS,FI
ilc_di03,2010,15905.0,A,Y16-24,T,MEI_E,PPS,IT
ilc_di03,2010,22521.0,A,Y16-64,F,MED_E,EUR,FI
ilc_di03,2010,16510.0,A,Y16-64,F,MED_E,EUR,IT
ilc_di03,2010,22521.0,A,Y16-64,F,MED_E,NAC,FI
ilc_di03,2010,16510.0,A,Y16-64,F,MED_E,NAC,IT
ilc_di03,2010,18157.0,A,Y16-64,F,MED_E,PPS,FI
ilc_di03,2010,15746.0,A,Y16-64,F,MED_E,PPS,IT
ilc_di03,2010,24555.0,A,Y16-64,F,MEI_E,EUR,FI
ilc_di03,2010,18673.0,A,Y16-64,F,MEI_E,EUR,IT
ilc_di03,2010,24555.0,A,Y16-64,F,MEI_E,NAC,FI
ilc_di03,2010,18673.0,A,Y16-64,F,MEI_E,NAC,IT
ilc_di03,2010,19796.0,A,Y16-64,F,MEI_E,PPS,FI
ilc_di03,2010,17809.0,A,Y16-64,F,MEI_E,PPS,IT
ilc_di03,2010,22969.0,A,Y16-64,M,MED_E,EUR,FI
ilc_di03,2010,17368.0,A,Y16-64,M,MED_E,EUR,IT
ilc_di03,2010,22969.0,A,Y16-64,M,MED_E,NAC,FI
ilc_di03,2010,17368.0,A,Y16-64,M,MED_E,NAC,IT
ilc_di03,2010,18518.0,A,Y16-64,M,MED_E,PPS,FI
ilc_di03,2010,16564.0,A,Y16-64,M,MED_E,PPS,IT
ilc_di03,2010,24791.0,A,Y16-64,M,MEI_E,EUR,FI
ilc_di03,2010,19375.0,A,Y16-64,M,MEI_E,EUR,IT
ilc_di03,2010,24791.0,A,Y16-64,M,MEI_E,NAC,FI
ilc_di03,2010,19375.0,A,Y16-64,M,MEI_E,NAC,IT
ilc_di03,2010,19987.0,A,Y16-64,M,MEI_E,PPS,FI
ilc_di03,2010,18478.0,A,Y16-64,M,MEI_E,PPS,IT
ilc_di03,2010,22745.0,A,Y16-64,T,MED_E,EUR,FI
ilc_di03,2010,16946.0,A,Y16-64,T,MED_E,EUR,IT
ilc_di03,2010,22745.0,A,Y16-64,T,MED_E,NAC,FI
ilc_di03,2010,16946.0,A,Y16-64,T,MED_E,NAC,IT
ilc_di03,2010,18337.0,A,Y16-64,T,MED_E,PPS,FI
ilc_di03,2010,16161.0,A,Y16-64,T,MED_E,PPS,IT
ilc_di03,2010,24674.0,A,Y16-64,T,MEI_E,EUR,FI
ilc_di03,2010,19022.0,A,Y16-64,T,MEI_E,EUR,IT
ilc_di03,2010,24674.0,A,Y16-64,T,MEI_E,NAC,FI
ilc_di03,2010,19022.0,A,Y16-64,T,MEI_E,NAC,IT
ilc_di03,2010,19892.0,A,Y16-64,T,MEI_E,PPS,FI
ilc_di03,2010,18142.0,A,Y16-64,T,MEI_E,PPS,IT
ilc_di03,2010,17332.0,A,Y18-24,F,MED_E,EUR,FI
ilc_di03,2010,14260.0,A,Y18-24,F,MED_E,EUR,IT
ilc_di03,2010,17332.0,A,Y18-24,F,MED_E,NAC,FI
ilc_di03,2010,14260.0,A,Y18-24,F,MED_E,NAC,IT
ilc_di03,2010,13973.0,A,Y18-24,F,MED_E,PPS,FI
ilc_di03,2010,13600.0,A,Y18-24,F,MED_E,PPS,IT
ilc_di03,2010,18197.0,A,Y18-24,F,MEI_E,EUR,FI
ilc_di03,2010,16509.0,A,Y18-24,F,MEI_E,EUR,IT
ilc_di03,2010,18197.0,A,Y18-24,F,MEI_E,NAC,FI
ilc_di03,2010,16509.0,A,Y18-24,F,MEI_E,NAC,IT
ilc_di03,2010,14670.0,A,Y18-24,F,MEI_E,PPS,FI
ilc_di03,2010,15745.0,A,Y18-24,F,MEI_E,PPS,IT
ilc_di03,2010,18764.0,A,Y18-24,M,MED_E,EUR,FI
ilc_di03,2010,15143.0,A,Y18-24,M,MED_E,EUR,IT
ilc_di03,2010,18764.0,A,Y18-24,M,MED_E,NAC,FI
ilc_di03,2010,15143.0,A,Y18-24,M,MED_E,NAC,IT
ilc_di03,2010,15127.0,A,Y18-24,M,MED_E,PPS,FI
ilc_di03,2010,14442.0,A,Y18-24,M,MED_E,PPS,IT
ilc_di03,2010,20012.0,A,Y18-24,M,MEI_E,EUR,FI
ilc_di03,2010,17058.0,A,Y18-24,M,MEI_E,EUR,IT
ilc_di03,2010,20012.0,A,Y18-24,M,MEI_E,NAC,FI
ilc_di03,2010,17058.0,A,Y18-24,M,MEI_E,NAC,IT
ilc_di03,2010,16134.0,A,Y18-24,M,MEI_E,PPS,FI
ilc_di03,2010,16269.0,A,Y18-24,M,MEI_E,PPS,IT
ilc_di03,2010,17995.0,A,Y18-24,T,MED_E,EUR,FI
ilc_di03,2010,14692.0,A,Y18-24,T,MED_E,EUR,IT
ilc_di03,2010,17995.0,A,Y18-24,T,MED_E,NAC,FI
ilc_di03,2010,14692.0,A,Y18-24,T,MED_E,NAC,IT
ilc_di03,2010,14508.0,A,Y18-24,T,MED_E,PPS,FI
ilc_di03,2010,14012.0,A,Y18-24,T,MED_E,PPS,IT
ilc_di03,2010,19133.0,A,Y18-24,T,MEI_E,EUR,FI
ilc_di03,2010,16791.0,A,Y18-24,T,MEI_E,EUR,IT
ilc_di03,2010,19133.0,A,Y18-24,T,MEI_E,NAC,FI
ilc_di03,2010,16791.0,A,Y18-24,T,MEI_E,NAC,IT
ilc_di03,2010,15425.0,A,Y18-24,T,MEI_E,PPS,FI
ilc_di03,2010,16014.0,A,Y18-24,T,MEI_E,PPS,IT
ilc_di03,2010,22649.0,A,Y18-64,F,MED_E,EUR,FI
ilc_di03,2010,16664.0,A,Y18-64,F,MED_E,EUR,IT
ilc_di03,2010,22649.0,A,Y18-64,F,MED_E,NAC,FI
ilc_di03,2010,16664.0,A,Y18-64,F,MED_E,NAC,IT
ilc_di03,2010,18259.0,A,Y18-64,F,MED_E,PPS,FI
ilc_di03,2010,15893.0,A,Y18-64,F,MED_E,PPS,IT
ilc_di03,2010,24679.0,A,Y18-64,F,MEI_E,EUR,FI
ilc_di03,2010,18773.0,A,Y18-64,F,MEI_E,EUR,IT
ilc_di03,2010,24679.0,A,Y18-64,F,MEI_E,NAC,FI
ilc_di03,2010,18773.0,A,Y18-64,F,MEI_E,NAC,IT
ilc_di03,2010,19896.0,A,Y18-64,F,MEI_E,PPS,FI
ilc_di03,2010,17904.0,A,Y18-64,F,MEI_E,PPS,IT
ilc_di03,2010,23131.0,A,Y18-64,M,MED_E,EUR,FI
ilc_di03,2010,17480.0,A,Y18-64,M,MED_E,EUR,IT
ilc_di03,2010,23131.0,A,Y18-64,M,MED_E,NAC,FI
ilc_di03,2010,17480.0,A,Y18-64,M,MED_E,NAC,IT
ilc_di03,2010,18648.0,A,Y18-64,M,MED_E,PPS,FI
ilc_di03,2010,16671.0,A,Y18-64,M,MED_E,PPS,IT
ilc_di03,2010,24906.0,A,Y18-64,M,MEI_E,EUR,FI
ilc_di03,2010,19456.0,A,Y18-64,M,MEI_E,EUR,IT
ilc_di03,2010,24906.0,A,Y18-64,M,MEI_E,NAC,FI
ilc_di03,2010,19456.0,A,Y18-64,M,MEI_E,NAC,IT
ilc_di03,2010,20080.0,A,Y18-64,M,MEI_E,PPS,FI
ilc_di03,2010,18556.0,A,Y18-64,M,MEI_E,PPS,IT
ilc_di03,2010,22899.0,A,Y18-64,T,MED_E,EUR,FI
ilc_di03,2010,17069.0,A,Y18-64,T,MED_E,EUR,IT
ilc_di03,2010,22899.0,A,Y18-64,T,MED_E,NAC,FI
ilc_di03,2010,17069.0,A,Y18-64,T,MED_E,NAC,IT
ilc_di03,2010,18461.0,A,Y18-64,T,MED_E,PPS,FI
ilc_di03,2010,16279.0,A,Y18-64,T,MED_E,PPS,IT
ilc_di03,2010,24793.0,A,Y18-64,T,MEI_E,EUR,FI
ilc_di03,2010,19113.0,A,Y18-64,T,MEI_E,EUR,IT
ilc_di03,2010,24793.0,A,Y18-64,T,MEI_E,NAC,FI
ilc_di03,2010,19113.0,A,Y18-64,T,MEI_E,NAC,IT
ilc_di03,2010,19989.0,A,Y18-64,T,MEI_E,PPS,FI
ilc_di03,2010,18228.0,A,Y18-64,T,MEI_E,PPS,IT
ilc_di03,2010,22976.0,A,Y25-49,F,MED_E,EUR,FI
ilc_di03,2010,16197.0,A,Y25-49,F,MED_E,EUR,IT
ilc_di03,2010,22976.0,A,Y25-49,F,MED_E,NAC,FI
ilc_di03,2010,16197.0,A,Y25-49,F,MED_E,NAC,IT
ilc_di03,2010,18523.0,A,Y25-49,F,MED_E,PPS,FI
ilc_di03,2010,15447.0,A,Y25-49,F,MED_E,PPS,IT
ilc_di03,2010,24777.0,A,Y25-49,F,MEI_E,EUR,FI
ilc_di03,2010,18036.0,A,Y25-49,F,MEI_E,EUR,IT
ilc_di03,2010,24777.0,A,Y25-49,F,MEI_E,NAC,FI
ilc_di03,2010,18036.0,A,Y25-49,F,MEI_E,NAC,IT
ilc_di03,2010,19975.0,A,Y25-49,F,MEI_E,PPS,FI
ilc_di03,2010,17201.0,A,Y25-49,F,MEI_E,PPS,IT
ilc_di03,2010,23138.0,A,Y25-49,M,MED_E,EUR,FI
ilc_di03,2010,17204.0,A,Y25-49,M,MED_E,EUR,IT
ilc_di03,2010,23138.0,A,Y25-49,M,MED_E,NAC,FI
ilc_di03,2010,17204.0,A,Y25-49,M,MED_E,NAC,IT
ilc_di03,2010,18654.0,A,Y25-49,M,MED_E,PPS,FI
ilc_di03,2010,16408.0,A,Y25-49,M,MED_E,PPS,IT
ilc_di03,2010,24655.0,A,Y25-49,M,MEI_E,EUR,FI
ilc_di03,2010,18799.0,A,Y25-49,M,MEI_E,EUR,IT
ilc_di03,2010,24655.0,A,Y25-49,M,MEI_E,NAC,FI
ilc_di03,2010,18799.0,A,Y25-49,M,MEI_E,NAC,IT
ilc_di03,2010,19877.0,A,Y25-49,M,MEI_E,PPS,FI
ilc_di03,2010,17929.0,A,Y25-49,M,MEI_E,PPS,IT
ilc_di03,2010,23058.0,A,Y25-49,T,MED_E,EUR,FI
ilc_di03,2010,16703.0,A,Y25-49,T,MED_E,EUR,IT
ilc_di03,2010,23058.0,A,Y25-49,T,MED_E,NAC,FI
ilc_di03,2010,16703.0,A,Y25-49,T,MED_E,NAC,IT
ilc_di03,2010,18589.0,A,Y25-49,T,MED_E,PPS,FI
ilc_di03,2010,15930.0,A,Y25-49,T,MED_E,PPS,IT
ilc_di03,2010,24715.0,A,Y25-49,T,MEI_E,EUR,FI
ilc_di03,2010,18416.0,A,Y25-49,T,MEI_E,EUR,IT
ilc_di03,2010,24715.0,A,Y25-49,T,MEI_E,NAC,FI
ilc_di03,2010,18416.0,A,Y25-49,T,MEI_E,NAC,IT
ilc_di03,2010,19925.0,A,Y25-49,T,MEI_E,PPS,FI
ilc_di03,2010,17564.0,A,Y25-49,T,MEI_E,PPS,IT
ilc_di03,2010,23267.0,A,Y25-54,F,MED_E,EUR,FI
ilc_di03,2010,16537.0,A,Y25-54,F,MED_E,EUR,IT
ilc_di03,2010,23267.0,A,Y25-54,F,MED_E,NAC,FI
ilc_di03,2010,16537.0,A,Y25-54,F,MED_E,NAC,IT
ilc_di03,2010,18758.0,A,Y25-54,F,MED_E,PPS,FI
ilc_di03,2010,15772.0,A,Y25-54,F,MED_E,PPS,IT
ilc_di03,2010,25215.0,A,Y25-54,F,MEI_E,EUR,FI
ilc_di03,2010,18461.0,A,Y25-54,F,MEI_E,EUR,IT
ilc_di03,2010,25215.0,A,Y25-54,F,MEI_E,NAC,FI
ilc_di03,2010,18461.0,A,Y25-54,F,MEI_E,NAC,IT
ilc_di03,2010,20328.0,A,Y25-54,F,MEI_E,PPS,FI
ilc_di03,2010,17607.0,A,Y25-54,F,MEI_E,PPS,IT
