dataset,time,obs_value,freq,age,sex,indic_il,unit,geo
ilc_di03,2005,12048.0,A,Y12-17,T,MED_E,EUR,IT
ilc_di03,2005,17068.0,A,Y12-17,T,MED_E,NAC,FI
ilc_di03,2005,12048.0,A,Y12-17,T,MED_E,NAC,IT
ilc_di03,2005,13789.0,A,Y12-17,T,MED_E,PPS,FI
ilc_di03,2005,11484.0,A,Y12-17,T,MED_E,PPS,IT
ilc_di03,2005,18711.0,A,Y12-17,T,MEI_E,EUR,FI
ilc_di03,2005,14209.0,A,Y12-17,T,MEI_E,EUR,IT
ilc_di03,2005,18711.0,A,Y12-17,T,MEI_E,NAC,FI
ilc_di03,2005,14209.0,A,Y12-17,T,MEI_E,NAC,IT
ilc_di03,2005,15117.0,A,Y12-17,T,MEI_E,PPS,FI
ilc_di03,2005,13543.0,A,Y12-17,T,MEI_E,PPS,IT
ilc_di03,2005,14706.0,A,Y16-24,F,MED_E,EUR,FI
ilc_di03,2005,12999.0,A,Y16-24,F,MED_E,EUR,IT
ilc_di03,2005,14706.0,A,Y16-24,F,MED_E,NAC,FI
ilc_di03,2005,12999.0,A,Y16-24,F,MED_E,NAC,IT
ilc_di03,2005,11881.0,A,Y16-24,F,MED_E,PPS,FI
ilc_di03,2005,12390.0,A,Y16-24,F,MED_E,PPS,IT
ilc_di03,2005,16535.0,A,Y16-24,F,MEI_E,EUR,FI
ilc_di03,2005,14547.0,A,Y16-24,F,MEI_E,EUR,IT
ilc_di03,2005,16535.0,A,Y16-24,F,MEI_E,NAC,FI
ilc_di03,2005,14547.0,A,Y16-24,F,MEI_E,NAC,IT
ilc_di03,2005,13358.0,A,Y16-24,F,MEI_E,PPS,FI
ilc_di03,2005,13865.0,A,Y16-24,F,MEI_E,PPS,IT
ilc_di03,2005,15907.0,A,Y16-24,M,MED_E,EUR,FI
ilc_di03,2005,13809.0,A,Y16-24,M,MED_E,EUR,IT
ilc_di03,2005,15907.0,A,Y16-24,M,MED_E,NAC,FI
ilc_di03,2005,13809.0,A,Y16-24,M,MED_E,NAC,IT
ilc_di03,2005,12851.0,A,Y16-24,M,MED_E,PPS,FI
ilc_di03,2005,13163.0,A,Y16-24,M,MED_E,PPS,IT
ilc_di03,2005,17111.0,A,Y16-24,M,MEI_E,EUR,FI
ilc_di03,2005,15624.0,A,Y16-24,M,MEI_E,EUR,IT
ilc_di03,2005,17111.0,A,Y16-24,M,MEI_E,NAC,FI
ilc_di03,2005,15624.0,A,Y16-24,M,MEI_E,NAC,IT
ilc_di03,2005,13824.0,A,Y16-24,M,MEI_E,PPS,FI
ilc_di03,2005,14892.0,A,Y16-24,M,MEI_E,PPS,IT
ilc_di03,2005,15342.0,A,Y16-24,T,MED_E,EUR,FI
ilc_di03,2005,13414.0,A,Y16-24,T,MED_E,EUR,IT
ilc_di03,2005,15342.0,A,Y16-24,T,MED_E,NAC,FI
ilc_di03,2005,13414.0,A,Y16-24,T,MED_E,NAC,IT
ilc_di03,2005,12395.0,A,Y16-24,T,MED_E,PPS,FI
ilc_di03,2005,12785.0,A,Y16-24,T,MED_E,PPS,IT
ilc_di03,2005,16829.0,A,Y16-24,T,MEI_E,EUR,FI
ilc_di03,2005,15098.0,A,Y16-24,T,MEI_E,EUR,IT
ilc_di03,2005,16829.0,A,Y16-24,T,MEI_E,NAC,FI
ilc_di03,2005,15098.0,A,Y16-24,T,MEI_E,NAC,IT
ilc_di03,2005,13596.0,A,Y16-24,T,MEI_E,PPS,FI
ilc_di03,2005,14391.0,A,Y16-24,T,MEI_E,PPS,IT
ilc_di03,2005,18495.0,A,Y16-64,F,MED_E,EUR,FI
ilc_di03,2005,14942.0,A,Y16-64,F,MED_E,EUR,IT
ilc_di03,2005,18495.0,A,Y16-64,F,MED_E,NAC,FI
ilc_di03,2005,14942.0,A,Y16-64,F,MED_E,NAC,IT
ilc_di03,2005,14942.0,A,Y16-64,F,MED_E,PPS,FI
ilc_di03,2005,14242.0,A,Y16-64,F,MED_E,PPS,IT
ilc_di03,2005,20521.0,A,Y16-64,F,MEI_E,EUR,FI
ilc_di03,2005,17074.0,A,Y16-64,F,MEI_E,EUR,IT
ilc_di03,2005,20521.0,A,Y16-64,F,MEI_E,NAC,FI
ilc_di03,2005,17074.0,A,Y16-64,F,MEI_E,NAC,IT
ilc_di03,2005,16579.0,A,Y16-64,F,MEI_E,PPS,FI
ilc_di03,2005,16274.0,A,Y16-64,F,MEI_E,PPS,IT
ilc_di03,2005,18815.0,A,Y16-64,M,MED_E,EUR,FI
ilc_di03,2005,15702.0,A,Y16-64,M,MED_E,EUR,IT
ilc_di03,2005,18815.0,A,Y16-64,M,MED_E,NAC,FI
ilc_di03,2005,15702.0,A,Y16-64,M,MED_E,NAC,IT
ilc_di03,2005,15200.0,A,Y16-64,M,MED_E,PPS,FI
ilc_di03,2005,14966.0,A,Y16-64,M,MED_E,PPS,IT
ilc_di03,2005,20938.0,A,Y16-64,M,MEI_E,EUR,FI
ilc_di03,2005,17935.0,A,Y16-64,M,MEI_E,EUR,IT
ilc_di03,2005,20938.0,A,Y16-64,M,MEI_E,NAC,FI
ilc_di03,2005,17935.0,A,Y16-64,M,MEI_E,NAC,IT
ilc_di03,2005,16915.0,A,Y16-64,M,MEI_E,PPS,FI
ilc_di03,2005,17095.0,A,Y16-64,M,MEI_E,PPS,IT
ilc_di03,2005,18673.0,A,Y16-64,T,MED_E,EUR,FI
ilc_di03,2005,15321.0,A,Y16-64,T,MED_E,EUR,IT
ilc_di03,2005,18673.0,A,Y16-64,T,MED_E,NAC,FI
ilc_di03,2005,15321.0,A,Y16-64,T,MED_E,NAC,IT
ilc_di03,2005,15086.0,A,Y16-64,T,MED_E,PPS,FI
ilc_di03,2005,14603.0,A,Y16-64,T,MED_E,PPS,IT
ilc_di03,2005,20731.0,A,Y16-64,T,MEI_E,EUR,FI
ilc_di03,2005,17503.0,A,Y16-64,T,MEI_E,EUR,IT
ilc_di03,2005,20731.0,A,Y16-64,T,MEI_E,NAC,FI
ilc_di03,2005,17503.0,A,Y16-64,T,MEI_E,NAC,IT
ilc_di03,2005,16748.0,A,Y16-64,T,MEI_E,PPS,FI
ilc_di03,2005,16684.0,A,Y16-64,T,MEI_E,PPS,IT
ilc_di03,2005,14085.0,A,Y18-24,F,MED_E,EUR,FI
ilc_di03,2005,13276.0,A,Y18-24,F,MED_E,EUR,IT
ilc_di03,2005,14085.0,A,Y18-24,F,MED_E,NAC,FI
ilc_di03,2005,13276.0,A,Y18-24,F,MED_E,NAC,IT
ilc_di03,2005,11379.0,A,Y18-24,F,MED_E,PPS,FI
ilc_di03,2005,12654.0,A,Y18-24,F,MED_E,PPS,IT
ilc_di03,2005,15948.0,A,Y18-24,F,MEI_E,EUR,FI
ilc_di03,2005,14786.0,A,Y18-24,F,MEI_E,EUR,IT
ilc_di03,2005,15948.0,A,Y18-24,F,MEI_E,NAC,FI
ilc_di03,2005,14786.0,A,Y18-24,F,MEI_E,NAC,IT
ilc_di03,2005,12884.0,A,Y18-24,F,MEI_E,PPS,FI
ilc_di03,2005,14094.0,A,Y18-24,F,MEI_E,PPS,IT
ilc_di03,2005,15485.0,A,Y18-24,M,MED_E,EUR,FI
ilc_di03,2005,14286.0,A,Y18-24,M,MED_E,EUR,IT
ilc_di03,2005,15485.0,A,Y18-24,M,MED_E,NAC,FI
ilc_di03,2005,14286.0,A,Y18-24,M,MED_E,NAC,IT
ilc_di03,2005,12510.0,A,Y18-24,M,MED_E,PPS,FI
ilc_di03,2005,13616.0,A,Y18-24,M,MED_E,PPS,IT
ilc_di03,2005,16662.0,A,Y18-24,M,MEI_E,EUR,FI
ilc_di03,2005,15857.0,A,Y18-24,M,MEI_E,EUR,IT
ilc_di03,2005,16662.0,A,Y18-24,M,MEI_E,NAC,FI
ilc_di03,2005,15857.0,A,Y18-24,M,MEI_E,NAC,IT
ilc_di03,2005,13461.0,A,Y18-24,M,MEI_E,PPS,FI
ilc_di03,2005,15115.0,A,Y18-24,M,MEI_E,PPS,IT
ilc_di03,2005,14688.0,A,Y18-24,T,MED_E,EUR,FI
ilc_di03,2005,13763.0,A,Y18-24,T,MED_E,EUR,IT
ilc_di03,2005,14688.0,A,Y18-24,T,MED_E,NAC,FI
ilc_di03,2005,13763.0,A,Y18-24,T,MED_E,NAC,IT
ilc_di03,2005,11866.0,A,Y18-24,T,MED_E,PPS,FI
ilc_di03,2005,13118.0,A,Y18-24,T,MED_E,PPS,IT
ilc_di03,2005,16312.0,A,Y18-24,T,MEI_E,EUR,FI
ilc_di03,2005,15332.0,A,Y18-24,T,MEI_E,EUR,IT
ilc_di03,2005,16312.0,A,Y18-24,T,MEI_E,NAC,FI
ilc_di03,2005,15332.0,A,Y18-24,T,MEI_E,NAC,IT
ilc_di03,2005,13178.0,A,Y18-24,T,MEI_E,PPS,FI
ilc_di03,2005,14614.0,A,Y18-24,T,MEI_E,PPS,IT
ilc_di03,2005,18529.0,A,Y18-64,F,MED_E,EUR,FI
ilc_di03,2005,15038.0,A,Y18-64,F,MED_E,EUR,IT
ilc_di03,2005,18529.0,A,Y18-64,F,MED_E,NAC,FI
ilc_di03,2005,15038.0,A,Y18-64,F,MED_E,NAC,IT
ilc_di03,2005,14969.0,A,Y18-64,F,MED_E,PPS,FI
ilc_di03,2005,14333.0,A,Y18-64,F,MED_E,PPS,IT
ilc_di03,2005,20601.0,A,Y18-64,F,MEI_E,EUR,FI
ilc_di03,2005,17179.0,A,Y18-64,F,MEI_E,EUR,IT
ilc_di03,2005,20601.0,A,Y18-64,F,MEI_E,NAC,FI
ilc_di03,2005,17179.0,A,Y18-64,F,MEI_E,NAC,IT
ilc_di03,2005,16643.0,A,Y18-64,F,MEI_E,PPS,FI
ilc_di03,2005,16374.0,A,Y18-64,F,MEI_E,PPS,IT
ilc_di03,2005,18883.0,A,Y18-64,M,MED_E,EUR,FI
ilc_di03,2005,15809.0,A,Y18-64,M,MED_E,EUR,IT
ilc_di03,2005,18883.0,A,Y18-64,M,MED_E,NAC,FI
ilc_di03,2005,15809.0,A,Y18-64,M,MED_E,NAC,IT
ilc_di03,2005,15255.0,A,Y18-64,M,MED_E,PPS,FI
ilc_di03,2005,15069.0,A,Y18-64,M,MED_E,PPS,IT
ilc_di03,2005,21032.0,A,Y18-64,M,MEI_E,EUR,FI
ilc_di03,2005,18041.0,A,Y18-64,M,MEI_E,EUR,IT
ilc_di03,2005,21032.0,A,Y18-64,M,MEI_E,NAC,FI
ilc_di03,2005,18041.0,A,Y18-64,M,MEI_E,NAC,IT
ilc_di03,2005,16991.0,A,Y18-64,M,MEI_E,PPS,FI
ilc_di03,2005,17196.0,A,Y18-64,M,MEI_E,PPS,IT
ilc_di03,2005,18726.0,A,Y18-64,T,MED_E,EUR,FI
ilc_di03,2005,15419.0,A,Y18-64,T,MED_E,EUR,IT
ilc_di03,2005,18726.0,A,Y18-64,T,MED_E,NAC,FI
ilc_di03,2005,15419.0,A,Y18-64,T,MED_E,NAC,IT
ilc_di03,2005,15128.0,A,Y18-64,T,MED_E,PPS,FI
ilc_di03,2005,14697.0,A,Y18-64,T,MED_E,PPS,IT
ilc_di03,2005,20817.0,A,Y18-64,T,MEI_E,EUR,FI
ilc_di03,2005,17608.0,A,Y18-64,T,MEI_E,EUR,IT
ilc_di03,2005,20817.0,A,Y18-64,T,MEI_E,NAC,FI
ilc_di03,2005,17608.0,A,Y18-64,T,MEI_E,NAC,IT
ilc_di03,2005,16818.0,A,Y18-64,T,MEI_E,PPS,FI
ilc_di03,2005,16784.0,A,Y18-64,T,MEI_E,PPS,IT
ilc_di03,2005,18804.0,A,Y25-49,F,MED_E,EUR,FI
ilc_di03,2005,15019.0,A,Y25-49,F,MED_E,EUR,IT
ilc_di03,2005,18804.0,A,Y25-49,F,MED_E,NAC,FI
ilc_di03,2005,15019.0,A,Y25-49,F,MED_E,NAC,IT
ilc_di03,2005,15192.0,A,Y25-49,F,MED_E,PPS,FI
ilc_di03,2005,14316.0,A,Y25-49,F,MED_E,PPS,IT
ilc_di03,2005,20789.0,A,Y25-49,F,MEI_E,EUR,FI
ilc_di03,2005,16873.0,A,Y25-49,F,MEI_E,EUR,IT
ilc_di03,2005,20789.0,A,Y25-49,F,MEI_E,NAC,FI
ilc_di03,2005,16873.0,A,Y25-49,F,MEI_E,NAC,IT
ilc_di03,2005,16795.0,A,Y25-49,F,MEI_E,PPS,FI
ilc_di03,2005,16082.0,A,Y25-49,F,MEI_E,PPS,IT
ilc_di03,2005,18883.0,A,Y25-49,M,MED_E,EUR,FI
ilc_di03,2005,15798.0,A,Y25-49,M,MED_E,EUR,IT
ilc_di03,2005,18883.0,A,Y25-49,M,MED_E,NAC,FI
ilc_di03,2005,15798.0,A,Y25-49,M,MED_E,NAC,IT
ilc_di03,2005,15256.0,A,Y25-49,M,MED_E,PPS,FI
ilc_di03,2005,15058.0,A,Y25-49,M,MED_E,PPS,IT
ilc_di03,2005,20794.0,A,Y25-49,M,MEI_E,EUR,FI
ilc_di03,2005,17692.0,A,Y25-49,M,MEI_E,EUR,IT
ilc_di03,2005,20794.0,A,Y25-49,M,MEI_E,NAC,FI
ilc_di03,2005,17692.0,A,Y25-49,M,MEI_E,NAC,IT
ilc_di03,2005,16799.0,A,Y25-49,M,MEI_E,PPS,FI
ilc_di03,2005,16863.0,A,Y25-49,M,MEI_E,PPS,IT
ilc_di03,2005,18837.0,A,Y25-49,T,MED_E,EUR,FI
ilc_di03,2005,15413.0,A,Y25-49,T,MED_E,EUR,IT
ilc_di03,2005,18837.0,A,Y25-49,T,MED_E,NAC,FI
ilc_di03,2005,15413.0,A,Y25-49,T,MED_E,NAC,IT
ilc_di03,2005,15218.0,A,Y25-49,T,MED_E,PPS,FI
ilc_di03,2005,14691.0,A,Y25-49,T,MED_E,PPS,IT
ilc_di03,2005,20791.0,A,Y25-49,T,MEI_E,EUR,FI
ilc_di03,2005,17284.0,A,Y25-49,T,MEI_E,EUR,IT
ilc_di03,2005,20791.0,A,Y25-49,T,MEI_E,NAC,FI
ilc_di03,2005,17284.0,A,Y25-49,T,MEI_E,NAC,IT
ilc_di03,2005,16797.0,A,Y25-49,T,MEI_E,PPS,FI
ilc_di03,2005,16474.0,A,Y25-49,T,MEI_E,PPS,IT
ilc_di03,2005,19215.0,A,Y25-54,F,MED_E,EUR,FI
ilc_di03,2005,15214.0,A,Y25-54,F,MED_E,EUR,IT
ilc_di03,2005,19215.0,A,Y25-54,F,MED_E,NAC,FI
ilc_di03,2005,15214.0,A,Y25-54,F,MED_E,NAC,IT
ilc_di03,2005,15523.0,A,Y25-54,F,MED_E,PPS,FI
ilc_di03,2005,14501.0,A,Y25-54,F,MED_E,PPS,IT
ilc_di03,2005,21143.0,A,Y25-54,F,MEI_E,EUR,FI
ilc_di03,2005,17197.0,A,Y25-54,F,MEI_E,EUR,IT
ilc_di03,2005,21143.0,A,Y25-54,F,MEI_E,NAC,FI
ilc_di03,2005,17197.0,A,Y25-54,F,MEI_E,NAC,IT
ilc_di03,2005,17081.0,A,Y25-54,F,MEI_E,PPS,FI
ilc_di03,2005,16392.0,A,Y25-54,F,MEI_E,PPS,IT
ilc_di03,2005,19265.0,A,Y25-54,M,MED_E,EUR,FI
ilc_di03,2005,15905.0,A,Y25-54,M,MED_E,EUR,IT
ilc_di03,2005,19265.0,A,Y25-54,M,MED_E,NAC,FI
ilc_di03,2005,15905.0,A,Y25-54,M,MED_E,NAC,IT
ilc_di03,2005,15564.0,A,Y25-54,M,MED_E,PPS,FI
ilc_di03,2005,15160.0,A,Y25-54,M,MED_E,PPS,IT
ilc_di03,2005,21115.0,A,Y25-54,M,MEI_E,EUR,FI
ilc_di03,2005,17898.0,A,Y25-54,M,MEI_E,EUR,IT
ilc_di03,2005,21115.0,A,Y25-54,M,MEI_E,NAC,FI
ilc_di03,2005,17898.0,A,Y25-54,M,MEI_E,NAC,IT
ilc_di03,2005,17058.0,A,Y25-54,M,MEI_E,PPS,FI
ilc_di03,2005,17059.0,A,Y25-54,M,MEI_E,PPS,IT
ilc_di03,2005,19239.0,A,Y25-54,T,MED_E,EUR,FI
ilc_di03,2005,15554.0,A,Y25-54,T,MED_E,EUR,IT
ilc_di03,2005,19239.0,A,Y25-54,T,MED_E,NAC,FI
ilc_di03,2005,15554.0,A,Y25-54,T,MED_E,NAC,IT
ilc_di03,2005,15543.0,A,Y25-54,T,MED_E,PPS,FI
ilc_di03,2005,14825.0,A,Y25-54,T,MED_E,PPS,IT
ilc_di03,2005,21129.0,A,Y25-54,T,MEI_E,EUR,FI
ilc_di03,2005,17547.0,A,Y25-54,T,MEI_E,EUR,IT
ilc_di03,2005,21129.0,A,Y25-54,T,MEI_E,NAC,FI
ilc_di03,2005,17547.0,A,Y25-54,T,MEI_E,NAC,IT
ilc_di03,2005,17070.0,A,Y25-54,T,MEI_E,PPS,FI
ilc_di03,2005,16725.0,A,Y25-54,T,MEI_E,PPS,IT
ilc_di03,2005,19770.0,A,Y50-64,F,MED_E,EUR,FI
ilc_di03,2005,15781.0,A,Y50-64,F,MED_E,EUR,IT
ilc_di03,2005,19770.0,A,Y50-64,F,MED_E,NAC,FI
ilc_di03,2005,15781.0,A,Y50-64,F,MED_E,NAC,IT
ilc_di03,2005,15971.0,A,Y50-64,F,MED_E,PPS,FI
ilc_di03,2005,15042.0,A,Y50-64,F,MED_E,PPS,IT
ilc_di03,2005,22170.0,A,Y50-64,F,MEI_E,EUR,FI
ilc_di03,2005,18694.0,A,Y50-64,F,MEI_E,EUR,IT
ilc_di03,2005,22170.0,A,Y50-64,F,MEI_E,NAC,FI
ilc_di03,2005,18694.0,A,Y50-64,F,MEI_E,NAC,IT
ilc_di03,2005,17911.0,A,Y50-64,F,MEI_E,PPS,FI
ilc_di03,2005,17818.0,A,Y50-64,F,MEI_E,PPS,IT
ilc_di03,2005,20392.0,A,Y50-64,M,MED_E,EUR,FI
ilc_di03,2005,16487.0,A,Y50-64,M,MED_E,EUR,IT
ilc_di03,2005,20392.0,A,Y50-64,M,MED_E,NAC,FI
ilc_di03,2005,16487.0,A,Y50-64,M,MED_E,NAC,IT
ilc_di03,2005,16474.0,A,Y50-64,M,MED_E,PPS,FI
ilc_di03,2005,15715.0,A,Y50-64,M,MED_E,PPS,IT
ilc_di03,2005,23285.0,A,Y50-64,M,MEI_E,EUR,FI
ilc_di03,2005,19674.0,A,Y50-64,M,MEI_E,EUR,IT
ilc_di03,2005,23285.0,A,Y50-64,M,MEI_E,NAC,FI
ilc_di03,2005,19674.0,A,Y50-64,M,MEI_E,NAC,IT
ilc_di03,2005,18812.0,A,Y50-64,M,MEI_E,PPS,FI
ilc_di03,2005,18753.0,A,Y50-64,M,MEI_E,PPS,IT
ilc_di03,2005,20035.0,A,Y50-64,T,MED_E,EUR,FI
ilc_di03,2005,16174.0,A,Y50-64,T,MED_E,EUR,IT
ilc_di03,2005,20035.0,A,Y50-64,T,MED_E,NAC,FI
ilc_di03,2005,16174.0,A,Y50-64,T,MED_E,NAC,IT
ilc_di03,2005,16186.0,A,Y50-64,T,MED_E,PPS,FI
ilc_di03,2005,15416.0,A,Y50-64,T,MED_E,PPS,IT
ilc_di03,2005,22722.0,A,Y50-64,T,MEI_E,EUR,FI
ilc_di03,2005,19172.0,A,Y50-64,T,MEI_E,EUR,IT
ilc_di03,2005,22722.0,A,Y50-64,T,MEI_E,NAC,FI
ilc_di03,2005,19172.0,A,Y50-64,T,MEI_E,NAC,IT
ilc_di03,2005,18357.0,A,Y50-64,T,MEI_E,PPS,FI
ilc_di03,2005,18274.0,A,Y50-64,T,MEI_E,PPS,IT
ilc_di03,2005,19115.0,A,Y55-64,F,MED_E,EUR,FI
ilc_di03,2005,15478.0,A,Y55-64,F,MED_E,EUR,IT
ilc_di03,2005,19115.0,A,Y55-64,F,MED_E,NAC,FI
ilc_di03,2005,15478.0,A,Y55-64,F,MED_E,NAC,IT
ilc_di03,2005,15443.0,A,Y55-64,F,MED_E,PPS,FI
ilc_di03,2005,14753.0,A,Y55-64,F,MED_E,PPS,IT
ilc_di03,2005,21878.0,A,Y55-64,F,MEI_E,EUR,FI
ilc_di03,2005,18502.0,A,Y55-64,F,MEI_E,EUR,IT
ilc_di03,2005,21878.0,A,Y55-64,F,MEI_E,NAC,FI
ilc_di03,2005,18502.0,A,Y55-64,F,MEI_E,NAC,IT
ilc_di03,2005,17675.0,A,Y55-64,F,MEI_E,PPS,FI
ilc_di03,2005,17635.0,A,Y55-64,F,MEI_E,PPS,IT
ilc_di03,2005,19932.0,A,Y55-64,M,MED_E,EUR,FI
ilc_di03,2005,16561.0,A,Y55-64,M,MED_E,EUR,IT
ilc_di03,2005,19932.0,A,Y55-64,M,MED_E,NAC,FI
ilc_di03,2005,16561.0,A,Y55-64,M,MED_E,NAC,IT
ilc_di03,2005,16103.0,A,Y55-64,M,MED_E,PPS,FI
ilc_di03,2005,15785.0,A,Y55-64,M,MED_E,PPS,IT
ilc_di03,2005,23718.0,A,Y55-64,M,MEI_E,EUR,FI
ilc_di03,2005,19967.0,A,Y55-64,M,MEI_E,EUR,IT
ilc_di03,2005,23718.0,A,Y55-64,M,MEI_E,NAC,FI
ilc_di03,2005,19967.0,A,Y55-64,M,MEI_E,NAC,IT
ilc_di03,2005,19161.0,A,Y55-64,M,MEI_E,PPS,FI
ilc_di03,2005,19032.0,A,Y55-64,M,MEI_E,PPS,IT
ilc_di03,2005,19449.0,A,Y55-64,T,MED_E,EUR,FI
ilc_di03,2005,16001.0,A,Y55-64,T,MED_E,EUR,IT
ilc_di03,2005,19449.0,A,Y55-64,T,MED_E,NAC,FI
ilc_di03,2005,16001.0,A,Y55-64,T,MED_E,NAC,IT
ilc_di03,2005,15712.0,A,Y55-64,T,MED_E,PPS,FI
ilc_di03,2005,15251.0,A,Y55-64,T,MED_E,PPS,IT
ilc_di03,2005,22784.0,A,Y55-64,T,MEI_E,EUR,FI
ilc_di03,2005,19213.0,A,Y55-64,T,MEI_E,EUR,IT
ilc_di03,2005,22784.0,A,Y55-64,T,MEI_E,NAC,FI
ilc_di03,2005,19213.0,A,Y55-64,T,MEI_E,NAC,IT
ilc_di03,2005,18407.0,A,Y55-64,T,MEI_E,PPS,FI
ilc_di03,2005,18313.0,A,Y55-64,T,MEI_E,PPS,IT
ilc_di03,2005,17325.0,A,Y6-11,F,MED_E,EUR,FI
ilc_di03,2005,12375.0,A,Y6-11,F,MED_E,EUR,IT
ilc_di03,2005,17325.0,A,Y6-11,F,MED_E,NAC,FI
ilc_di03,2005,12375.0,A,Y6-11,F,MED_E,NAC,IT
ilc_di03,2005,13996.0,A,Y6-11,F,MED_E,PPS,FI
ilc_di03,2005,11795.0,A,Y6-11,F,MED_E,PPS,IT
ilc_di03,2005,18674.0,A,Y6-11,F,MEI_E,EUR,FI
ilc_di03,2005,15228.0,A,Y6-11,F,MEI_E,EUR,IT
ilc_di03,2005,18674.0,A,Y6-11,F,MEI_E,NAC,FI
ilc_di03,2005,15228.0,A,Y6-11,F,MEI_E,NAC,IT
ilc_di03,2005,15087.0,A,Y6-11,F,MEI_E,PPS,FI
ilc_di03,2005,14514.0,A,Y6-11,F,MEI_E,PPS,IT
ilc_di03,2005,17794.0,A,Y6-11,M,MED_E,EUR,FI
ilc_di03,2005,13141.0,A,Y6-11,M,MED_E,EUR,IT
ilc_di03,2005,17794.0,A,Y6-11,M,MED_E,NAC,FI
ilc_di03,2005,13141.0,A,Y6-11,M,MED_E,NAC,IT
ilc_di03,2005,14376.0,A,Y6-11,M,MED_E,PPS,FI
ilc_di03,2005,12525.0,A,Y6-11,M,MED_E,PPS,IT
ilc_di03,2005,19121.0,A,Y6-11,M,MEI_E,EUR,FI
ilc_di03,2005,15873.0,A,Y6-11,M,MEI_E,EUR,IT
ilc_di03,2005,19121.0,A,Y6-11,M,MEI_E,NAC,FI
ilc_di03,2005,15873.0,A,Y6-11,M,MEI_E,NAC,IT
ilc_di03,2005,15447.0,A,Y6-11,M,MEI_E,PPS,FI
ilc_di03,2005,15129.0,A,Y6-11,M,MEI_E,PPS,IT
ilc_di03,2005,17605.0,A,Y6-11,T,MED_E,EUR,FI
ilc_di03,2005,12782.0,A,Y6-11,T,MED_E,EUR,IT
ilc_di03,2005,17605.0,A,Y6-11,T,MED_E,NAC,FI
ilc_di03,2005,12782.0,A,Y6-11,T,MED_E,NAC,IT
ilc_di03,2005,14223.0,A,Y6-11,T,MED_E,PPS,FI
ilc_di03,2005,12183.0,A,Y6-11,T,MED_E,PPS,IT
ilc_di03,2005,18909.0,A,Y6-11,T,MEI_E,EUR,FI
ilc_di03,2005,15567.0,A,Y6-11,T,MEI_E,EUR,IT
ilc_di03,2005,18909.0,A,Y6-11,T,MEI_E,NAC,FI
ilc_di03,2005,15567.0,A,Y6-11,T,MEI_E,NAC,IT
ilc_di03,2005,15276.0,A,Y6-11,T,MEI_E,PPS,FI
ilc_di03,2005,14838.0,A,Y6-11,T,MEI_E,PPS,IT
ilc_di03,2005,17050.0,A,Y_GE16,F,MED_E,EUR,FI
ilc_di03,2005,14100.0,A,Y_GE16,F,MED_E,EUR,IT
ilc_di03,2005,17050.0,A,Y_GE16,F,MED_E,NAC,FI
ilc_di03,2005,14100.0,A,Y_GE16,F,MED_E,NAC,IT
ilc_di03,2005,13774.0,A,Y_GE16,F,MED_E,PPS,FI
ilc_di03,2005,13440.0,A,Y_GE16,F,MED_E,PPS,IT
ilc_di03,2005,19248.0,A,Y_GE16,F,MEI_E,EUR,FI
ilc_di03,2005,16285.0,A,Y_GE16,F,MEI_E,EUR,IT
ilc_di03,2005,19248.0,A,Y_GE16,F,MEI_E,NAC,FI
ilc_di03,2005,16285.0,A,Y_GE16,F,MEI_E,NAC,IT
ilc_di03,2005,15550.0,A,Y_GE16,F,MEI_E,PPS,FI
ilc_di03,2005,15522.0,A,Y_GE16,F,MEI_E,PPS,IT
ilc_di03,2005,18088.0,A,Y_GE16,M,MED_E,EUR,FI
ilc_di03,2005,15168.0,A,Y_GE16,M,MED_E,EUR,IT
ilc_di03,2005,18088.0,A,Y_GE16,M,MED_E,NAC,FI
ilc_di03,2005,15168.0,A,Y_GE16,M,MED_E,NAC,IT
ilc_di03,2005,14613.0,A,Y_GE16,M,MED_E,PPS,FI
ilc_di03,2005,14457.0,A,Y_GE16,M,MED_E,PPS,IT
ilc_di03,2005,20333.0,A,Y_GE16,M,MEI_E,EUR,FI
ilc_di03,2005,17488.0,A,Y_GE16,M,MEI_E,EUR,IT
ilc_di03,2005,20333.0,A,Y_GE16,M,MEI_E,NAC,FI
ilc_di03,2005,17488.0,A,Y_GE16,M,MEI_E,NAC,IT
ilc_di03,2005,16426.0,A,Y_GE16,M,MEI_E,PPS,FI
ilc_di03,2005,16669.0,A,Y_GE16,M,MEI_E,PPS,IT
ilc_di03,2005,17584.0,A,Y_GE16,T,MED_E,EUR,FI
ilc_di03,2005,14600.0,A,Y_GE16,T,MED_E,EUR,IT
ilc_di03,2005,17584.0,A,Y_GE16,T,MED_E,NAC,FI
ilc_di03,2005,14600.0,A,Y_GE16,T,MED_E,NAC,IT
ilc_di03,2005,14206.0,A,Y_GE16,T,MED_E,PPS,FI
ilc_di03,2005,13916.0,A,Y_GE16,T,MED_E,PPS,IT
ilc_di03,2005,19773.0,A,Y_GE16,T,MEI_E,EUR,FI
ilc_di03,2005,16862.0,A,Y_GE16,T,MEI_E,EUR,IT
ilc_di03,2005,19773.0,A,Y_GE16,T,MEI_E,NAC,FI
ilc_di03,2005,16862.0,A,Y_GE16,T,MEI_E,NAC,IT
ilc_di03,2005,15974.0,A,Y_GE16,T,MEI_E,PPS,FI
ilc_di03,2005,16073.0,A,Y_GE16,T,MEI_E,PPS,IT
