dataset,time,obs_value,freq,incgrp,building,deg_urb,unit,geo
ilc_lvho01,2009,0.1,A,B_MD60,OTH,DEG3,PC,FI
ilc_lvho01,2009,0.2,A,B_MD60,OTH,DEG3,PC,IT
ilc_lvho01,2009,0.2,A,B_MD60,OTH,TOTAL,PC,FI
ilc_lvho01,2009,0.6,A,B_MD60,OTH,TOTAL,PC,IT
ilc_lvho01,2009,3.1,A,B_MD60,TOTAL,DEG1,PC,FI
ilc_lvho01,2009,7.4,A,B_MD60,TOTAL,DEG1,PC,IT
ilc_lvho01,2009,2.1,A,B_MD60,TOTAL,DEG2,PC,FI
ilc_lvho01,2009,7.4,A,B_MD60,TOTAL,DEG2,PC,IT
ilc_lvho01,2009,8.6,A,B_MD60,TOTAL,DEG3,PC,FI
ilc_lvho01,2009,3.6,A,B_MD60,TOTAL,DEG3,PC,IT
ilc_lvho01,2009,13.8,A,B_MD60,TOTAL,TOTAL,PC,FI
ilc_lvho01,2009,18.4,A,B_MD60,TOTAL,TOTAL,PC,IT
ilc_lvho01,2009,16.5,A,TOTAL,FLAT,DEG1,PC,FI
ilc_lvho01,2009,32.2,A,TOTAL,FLAT,DEG1,PC,IT
ilc_lvho01,2009,6.5,A,TOTAL,FLAT,DEG2,PC,FI
ilc_lvho01,2009,16.5,A,TOTAL,FLAT,DEG2,PC,IT
ilc_lvho01,2009,9.7,A,TOTAL,FLAT,DEG3,PC,FI
ilc_lvho01,2009,5.0,A,TOTAL,FLAT,DEG3,PC,IT
ilc_lvho01,2009,32.7,A,TOTAL,FLAT,TOTAL,PC,FI
ilc_lvho01,2009,53.8,A,TOTAL,FLAT,TOTAL,PC,IT
ilc_lvho01,2009,16.0,A,TOTAL,FLAT_GE10,DEG1,PC,FI
ilc_lvho01,2009,19.4,A,TOTAL,FLAT_GE10,DEG1,PC,IT
ilc_lvho01,2009,6.0,A,TOTAL,FLAT_GE10,DEG2,PC,FI
ilc_lvho01,2009,6.2,A,TOTAL,FLAT_GE10,DEG2,PC,IT
ilc_lvho01,2009,9.0,A,TOTAL,FLAT_GE10,DEG3,PC,FI
ilc_lvho01,2009,1.1,A,TOTAL,FLAT_GE10,DEG3,PC,IT
ilc_lvho01,2009,31.1,A,TOTAL,FLAT_GE10,TOTAL,PC,FI
ilc_lvho01,2009,26.7,A,TOTAL,FLAT_GE10,TOTAL,PC,IT
ilc_lvho01,2009,0.4,A,TOTAL,FLAT_LT10,DEG1,PC,FI
ilc_lvho01,2009,12.9,A,TOTAL,FLAT_LT10,DEG1,PC,IT
ilc_lvho01,2009,0.4,A,TOTAL,FLAT_LT10,DEG2,PC,FI
ilc_lvho01,2009,10.3,A,TOTAL,FLAT_LT10,DEG2,PC,IT
ilc_lvho01,2009,0.7,A,TOTAL,FLAT_LT10,DEG3,PC,FI
ilc_lvho01,2009,3.8,A,TOTAL,FLAT_LT10,DEG3,PC,IT
ilc_lvho01,2009,1.6,A,TOTAL,FLAT_LT10,TOTAL,PC,FI
ilc_lvho01,2009,27.0,A,TOTAL,FLAT_LT10,TOTAL,PC,IT
ilc_lvho01,2009,10.2,A,TOTAL,HOUSE,DEG1,PC,FI
ilc_lvho01,2009,11.0,A,TOTAL,HOUSE,DEG1,PC,IT
ilc_lvho01,2009,9.9,A,TOTAL,HOUSE,DEG2,PC,FI
ilc_lvho01,2009,22.8,A,TOTAL,HOUSE,DEG2,PC,IT
ilc_lvho01,2009,46.8,A,TOTAL,HOUSE,DEG3,PC,FI
ilc_lvho01,2009,10.4,A,TOTAL,HOUSE,DEG3,PC,IT
ilc_lvho01,2009,66.9,A,TOTAL,HOUSE,TOTAL,PC,FI
ilc_lvho01,2009,44.3,A,TOTAL,HOUSE,TOTAL,PC,IT
ilc_lvho01,2009,4.2,A,TOTAL,HOUSE_D,DEG1,PC,FI
ilc_lvho01,2009,5.0,A,TOTAL,HOUSE_D,DEG1,PC,IT
ilc_lvho01,2009,6.3,A,TOTAL,HOUSE_D,DEG2,PC,FI
ilc_lvho01,2009,13.2,A,TOTAL,HOUSE_D,DEG2,PC,IT
ilc_lvho01,2009,36.5,A,TOTAL,HOUSE_D,DEG3,PC,FI
ilc_lvho01,2009,7.0,A,TOTAL,HOUSE_D,DEG3,PC,IT
ilc_lvho01,2009,47.0,A,TOTAL,HOUSE_D,TOTAL,PC,FI
ilc_lvho01,2009,25.2,A,TOTAL,HOUSE_D,TOTAL,PC,IT
ilc_lvho01,2009,6.0,A,TOTAL,HOUSE_SD,DEG1,PC,FI
ilc_lvho01,2009,6.0,A,TOTAL,HOUSE_SD,DEG1,PC,IT
ilc_lvho01,2009,3.6,A,TOTAL,HOUSE_SD,DEG2,PC,FI
ilc_lvho01,2009,9.6,A,TOTAL,HOUSE_SD,DEG2,PC,IT
ilc_lvho01,2009,10.3,A,TOTAL,HOUSE_SD,DEG3,PC,FI
ilc_lvho01,2009,3.4,A,TOTAL,HOUSE_SD,DEG3,PC,IT
ilc_lvho01,2009,19.8,A,TOTAL,HOUSE_SD,TOTAL,PC,FI
ilc_lvho01,2009,19.0,A,TOTAL,HOUSE_SD,TOTAL,PC,IT
ilc_lvho01,2009,0.1,A,TOTAL,OTH,DEG1,PC,FI
ilc_lvho01,2009,0.4,A,TOTAL,OTH,DEG1,PC,IT
ilc_lvho01,2009,0.1,A,TOTAL,OTH,DEG2,PC,FI
ilc_lvho01,2009,0.8,A,TOTAL,OTH,DEG2,PC,IT
ilc_lvho01,2009,0.3,A,TOTAL,OTH,DEG3,PC,FI
ilc_lvho01,2009,0.7,A,TOTAL,OTH,DEG3,PC,IT
ilc_lvho01,2009,0.5,A,TOTAL,OTH,TOTAL,PC,FI
ilc_lvho01,2009,2.0,A,TOTAL,OTH,TOTAL,PC,IT
ilc_lvho01,2009,26.8,A,TOTAL,TOTAL,DEG1,PC,FI
ilc_lvho01,2009,43.7,A,TOTAL,TOTAL,DEG1,PC,IT
ilc_lvho01,2009,16.4,A,TOTAL,TOTAL,DEG2,PC,FI
ilc_lvho01,2009,40.1,A,TOTAL,TOTAL,DEG2,PC,IT
ilc_lvho01,2009,56.8,A,TOTAL,TOTAL,DEG3,PC,FI
ilc_lvho01,2009,16.2,A,TOTAL,TOTAL,DEG3,PC,IT
ilc_lvho01,2009,100.0,A,TOTAL,TOTAL,TOTAL,PC,FI
ilc_lvho01,2009,100.0,A,TOTAL,TOTAL,TOTAL,PC,IT
ilc_lvho01,2010,13.7,A,A_MD60,FLAT,DEG1,PC,FI
ilc_lvho01,2010,26.2,A,A_MD60,FLAT,DEG1,PC,IT
ilc_lvho01,2010,4.5,A,A_MD60,FLAT,DEG2,PC,FI
ilc_lvho01,2010,13.1,A,A_MD60,FLAT,DEG2,PC,IT
ilc_lvho01,2010,8.0,A,A_MD60,FLAT,DEG3,PC,FI
ilc_lvho01,2010,3.5,A,A_MD60,FLAT,DEG3,PC,IT
ilc_lvho01,2010,26.2,A,A_MD60,FLAT,TOTAL,PC,FI
ilc_lvho01,2010,42.8,A,A_MD60,FLAT,TOTAL,PC,IT
ilc_lvho01,2010,13.2,A,A_MD60,FLAT_GE10,DEG1,PC,FI
ilc_lvho01,2010,16.4,A,A_MD60,FLAT_GE10,DEG1,PC,IT
ilc_lvho01,2010,4.4,A,A_MD60,FLAT_GE10,DEG2,PC,FI
ilc_lvho01,2010,5.0,A,A_MD60,FLAT_GE10,DEG2,PC,IT
ilc_lvho01,2010,7.5,A,A_MD60,FLAT_GE10,DEG3,PC,FI
ilc_lvho01,2010,0.8,A,A_MD60,FLAT_GE10,DEG3,PC,IT
ilc_lvho01,2010,25.0,A,A_MD60,FLAT_GE10,TOTAL,PC,FI
ilc_lvho01,2010,22.2,A,A_MD60,FLAT_GE10,TOTAL,PC,IT
ilc_lvho01,2010,0.5,A,A_MD60,FLAT_LT10,DEG1,PC,FI
ilc_lvho01,2010,9.8,A,A_MD60,FLAT_LT10,DEG1,PC,IT
ilc_lvho01,2010,0.2,A,A_MD60,FLAT_LT10,DEG2,PC,FI
ilc_lvho01,2010,8.1,A,A_MD60,FLAT_LT10,DEG2,PC,IT
ilc_lvho01,2010,0.5,A,A_MD60,FLAT_LT10,DEG3,PC,FI
ilc_lvho01,2010,2.7,A,A_MD60,FLAT_LT10,DEG3,PC,IT
ilc_lvho01,2010,1.2,A,A_MD60,FLAT_LT10,TOTAL,PC,FI
ilc_lvho01,2010,20.6,A,A_MD60,FLAT_LT10,TOTAL,PC,IT
ilc_lvho01,2010,9.1,A,A_MD60,HOUSE,DEG1,PC,FI
ilc_lvho01,2010,9.1,A,A_MD60,HOUSE,DEG1,PC,IT
ilc_lvho01,2010,7.3,A,A_MD60,HOUSE,DEG2,PC,FI
ilc_lvho01,2010,19.0,A,A_MD60,HOUSE,DEG2,PC,IT
ilc_lvho01,2010,43.9,A,A_MD60,HOUSE,DEG3,PC,FI
ilc_lvho01,2010,9.1,A,A_MD60,HOUSE,DEG3,PC,IT
ilc_lvho01,2010,60.3,A,A_MD60,HOUSE,TOTAL,PC,FI
ilc_lvho01,2010,37.2,A,A_MD60,HOUSE,TOTAL,PC,IT
ilc_lvho01,2010,4.0,A,A_MD60,HOUSE_D,DEG1,PC,FI
ilc_lvho01,2010,4.2,A,A_MD60,HOUSE_D,DEG1,PC,IT
ilc_lvho01,2010,4.6,A,A_MD60,HOUSE_D,DEG2,PC,FI
ilc_lvho01,2010,10.6,A,A_MD60,HOUSE_D,DEG2,PC,IT
ilc_lvho01,2010,34.8,A,A_MD60,HOUSE_D,DEG3,PC,FI
ilc_lvho01,2010,5.9,A,A_MD60,HOUSE_D,DEG3,PC,IT
ilc_lvho01,2010,43.5,A,A_MD60,HOUSE_D,TOTAL,PC,FI
ilc_lvho01,2010,20.7,A,A_MD60,HOUSE_D,TOTAL,PC,IT
ilc_lvho01,2010,5.1,A,A_MD60,HOUSE_SD,DEG1,PC,FI
ilc_lvho01,2010,4.9,A,A_MD60,HOUSE_SD,DEG1,PC,IT
ilc_lvho01,2010,2.7,A,A_MD60,HOUSE_SD,DEG2,PC,FI
ilc_lvho01,2010,8.4,A,A_MD60,HOUSE_SD,DEG2,PC,IT
ilc_lvho01,2010,9.1,A,A_MD60,HOUSE_SD,DEG3,PC,FI
ilc_lvho01,2010,3.2,A,A_MD60,HOUSE_SD,DEG3,PC,IT
ilc_lvho01,2010,16.9,A,A_MD60,HOUSE_SD,TOTAL,PC,FI
ilc_lvho01,2010,16.5,A,A_MD60,HOUSE_SD,TOTAL,PC,IT
ilc_lvho01,2010,0.0,A,A_MD60,OTH,DEG1,PC,FI
ilc_lvho01,2010,0.5,A,A_MD60,OTH,DEG1,PC,IT
ilc_lvho01,2010,0.1,A,A_MD60,OTH,DEG2,PC,FI
ilc_lvho01,2010,0.5,A,A_MD60,OTH,DEG2,PC,IT
ilc_lvho01,2010,0.2,A,A_MD60,OTH,DEG3,PC,FI
ilc_lvho01,2010,0.3,A,A_MD60,OTH,DEG3,PC,IT
ilc_lvho01,2010,0.4,A,A_MD60,OTH,TOTAL,PC,FI
ilc_lvho01,2010,1.3,A,A_MD60,OTH,TOTAL,PC,IT
ilc_lvho01,2010,22.7,A,A_MD60,TOTAL,DEG1,PC,FI
ilc_lvho01,2010,35.8,A,A_MD60,TOTAL,DEG1,PC,IT
ilc_lvho01,2010,12.0,A,A_MD60,TOTAL,DEG2,PC,FI
ilc_lvho01,2010,32.6,A,A_MD60,TOTAL,DEG2,PC,IT
ilc_lvho01,2010,52.1,A,A_MD60,TOTAL,DEG3,PC,FI
ilc_lvho01,2010,12.9,A,A_MD60,TOTAL,DEG3,PC,IT
ilc_lvho01,2010,86.9,A,A_MD60,TOTAL,TOTAL,PC,FI
ilc_lvho01,2010,81.3,A,A_MD60,TOTAL,TOTAL,PC,IT
ilc_lvho01,2010,2.3,A,B_MD60,FLAT,DEG1,PC,FI
ilc_lvho01,2010,5.9,A,B_MD60,FLAT,DEG1,PC,IT
ilc_lvho01,2010,1.4,A,B_MD60,FLAT,DEG2,PC,FI
ilc_lvho01,2010,3.1,A,B_MD60,FLAT,DEG2,PC,IT
ilc_lvho01,2010,2.9,A,B_MD60,FLAT,DEG3,PC,FI
ilc_lvho01,2010,1.1,A,B_MD60,FLAT,DEG3,PC,IT
ilc_lvho01,2010,6.7,A,B_MD60,FLAT,TOTAL,PC,FI
ilc_lvho01,2010,10.1,A,B_MD60,FLAT,TOTAL,PC,IT
ilc_lvho01,2010,2.3,A,B_MD60,FLAT_GE10,DEG1,PC,FI
ilc_lvho01,2010,2.9,A,B_MD60,FLAT_GE10,DEG1,PC,IT
ilc_lvho01,2010,1.3,A,B_MD60,FLAT_GE10,DEG2,PC,FI
ilc_lvho01,2010,1.0,A,B_MD60,FLAT_GE10,DEG2,PC,IT
ilc_lvho01,2010,2.7,A,B_MD60,FLAT_GE10,DEG3,PC,FI
ilc_lvho01,2010,0.2,A,B_MD60,FLAT_GE10,DEG3,PC,IT
ilc_lvho01,2010,6.3,A,B_MD60,FLAT_GE10,TOTAL,PC,FI
ilc_lvho01,2010,4.1,A,B_MD60,FLAT_GE10,TOTAL,PC,IT
ilc_lvho01,2010,0.1,A,B_MD60,FLAT_LT10,DEG1,PC,FI
ilc_lvho01,2010,3.0,A,B_MD60,FLAT_LT10,DEG1,PC,IT
ilc_lvho01,2010,0.1,A,B_MD60,FLAT_LT10,DEG2,PC,FI
ilc_lvho01,2010,2.1,A,B_MD60,FLAT_LT10,DEG2,PC,IT
ilc_lvho01,2010,0.2,A,B_MD60,FLAT_LT10,DEG3,PC,FI
ilc_lvho01,2010,0.9,A,B_MD60,FLAT_LT10,DEG3,PC,IT
ilc_lvho01,2010,0.4,A,B_MD60,FLAT_LT10,TOTAL,PC,FI
ilc_lvho01,2010,6.1,A,B_MD60,FLAT_LT10,TOTAL,PC,IT
ilc_lvho01,2010,0.5,A,B_MD60,HOUSE,DEG1,PC,FI
ilc_lvho01,2010,1.7,A,B_MD60,HOUSE,DEG1,PC,IT
ilc_lvho01,2010,0.3,A,B_MD60,HOUSE,DEG2,PC,FI
ilc_lvho01,2010,4.0,A,B_MD60,HOUSE,DEG2,PC,IT
ilc_lvho01,2010,5.3,A,B_MD60,HOUSE,DEG3,PC,FI
ilc_lvho01,2010,2.3,A,B_MD60,HOUSE,DEG3,PC,IT
ilc_lvho01,2010,6.1,A,B_MD60,HOUSE,TOTAL,PC,FI
ilc_lvho01,2010,8.0,A,B_MD60,HOUSE,TOTAL,PC,IT
ilc_lvho01,2010,0.2,A,B_MD60,HOUSE_D,DEG1,PC,FI
ilc_lvho01,2010,0.9,A,B_MD60,HOUSE_D,DEG1,PC,IT
ilc_lvho01,2010,0.2,A,B_MD60,HOUSE_D,DEG2,PC,FI
ilc_lvho01,2010,2.6,A,B_MD60,HOUSE_D,DEG2,PC,IT
ilc_lvho01,2010,3.7,A,B_MD60,HOUSE_D,DEG3,PC,FI
ilc_lvho01,2010,1.6,A,B_MD60,HOUSE_D,DEG3,PC,IT
ilc_lvho01,2010,4.2,A,B_MD60,HOUSE_D,TOTAL,PC,FI
ilc_lvho01,2010,5.1,A,B_MD60,HOUSE_D,TOTAL,PC,IT
ilc_lvho01,2010,0.3,A,B_MD60,HOUSE_SD,DEG1,PC,FI
ilc_lvho01,2010,0.8,A,B_MD60,HOUSE_SD,DEG1,PC,IT
ilc_lvho01,2010,0.1,A,B_MD60,HOUSE_SD,DEG2,PC,FI
ilc_lvho01,2010,1.4,A,B_MD60,HOUSE_SD,DEG2,PC,IT
ilc_lvho01,2010,1.6,A,B_MD60,HOUSE_SD,DEG3,PC,FI
ilc_lvho01,2010,0.7,A,B_MD60,HOUSE_SD,DEG3,PC,IT
ilc_lvho01,2010,2.0,A,B_MD60,HOUSE_SD,TOTAL,PC,FI
ilc_lvho01,2010,2.9,A,B_MD60,HOUSE_SD,TOTAL,PC,IT
ilc_lvho01,2010,0.1,A,B_MD60,OTH,DEG1,PC,FI
ilc_lvho01,2010,0.2,A,B_MD60,OTH,DEG1,PC,IT
ilc_lvho01,2010,0.0,A,B_MD60,OTH,DEG2,PC,FI
ilc_lvho01,2010,0.3,A,B_MD60,OTH,DEG2,PC,IT
ilc_lvho01,2010,0.2,A,B_MD60,OTH,DEG3,PC,FI
ilc_lvho01,2010,0.1,A,B_MD60,OTH,DEG3,PC,IT
ilc_lvho01,2010,0.3,A,B_MD60,OTH,TOTAL,PC,FI
ilc_lvho01,2010,0.6,A,B_MD60,OTH,TOTAL,PC,IT
ilc_lvho01,2010,3.0,A,B_MD60,TOTAL,DEG1,PC,FI
ilc_lvho01,2010,7.8,A,B_MD60,TOTAL,DEG1,PC,IT
ilc_lvho01,2010,1.8,A,B_MD60,TOTAL,DEG2,PC,FI
ilc_lvho01,2010,7.4,A,B_MD60,TOTAL,DEG2,PC,IT
ilc_lvho01,2010,8.4,A,B_MD60,TOTAL,DEG3,PC,FI
ilc_lvho01,2010,3.5,A,B_MD60,TOTAL,DEG3,PC,IT
ilc_lvho01,2010,13.1,A,B_MD60,TOTAL,TOTAL,PC,FI
ilc_lvho01,2010,18.7,A,B_MD60,TOTAL,TOTAL,PC,IT
ilc_lvho01,2010,16.0,A,TOTAL,FLAT,DEG1,PC,FI
ilc_lvho01,2010,32.1,A,TOTAL,FLAT,DEG1,PC,IT
ilc_lvho01,2010,5.9,A,TOTAL,FLAT,DEG2,PC,FI
ilc_lvho01,2010,16.2,A,TOTAL,FLAT,DEG2,PC,IT
ilc_lvho01,2010,10.9,A,TOTAL,FLAT,DEG3,PC,FI
ilc_lvho01,2010,4.6,A,TOTAL,FLAT,DEG3,PC,IT
ilc_lvho01,2010,32.8,A,TOTAL,FLAT,TOTAL,PC,FI
ilc_lvho01,2010,52.9,A,TOTAL,FLAT,TOTAL,PC,IT
ilc_lvho01,2010,15.4,A,TOTAL,FLAT_GE10,DEG1,PC,FI
ilc_lvho01,2010,19.3,A,TOTAL,FLAT_GE10,DEG1,PC,IT
ilc_lvho01,2010,5.7,A,TOTAL,FLAT_GE10,DEG2,PC,FI
ilc_lvho01,2010,6.0,A,TOTAL,FLAT_GE10,DEG2,PC,IT
ilc_lvho01,2010,10.2,A,TOTAL,FLAT_GE10,DEG3,PC,FI
ilc_lvho01,2010,1.0,A,TOTAL,FLAT_GE10,DEG3,PC,IT
ilc_lvho01,2010,31.3,A,TOTAL,FLAT_GE10,TOTAL,PC,FI
ilc_lvho01,2010,26.3,A,TOTAL,FLAT_GE10,TOTAL,PC,IT
ilc_lvho01,2010,0.6,A,TOTAL,FLAT_LT10,DEG1,PC,FI
ilc_lvho01,2010,12.8,A,TOTAL,FLAT_LT10,DEG1,PC,IT
ilc_lvho01,2010,0.3,A,TOTAL,FLAT_LT10,DEG2,PC,FI
ilc_lvho01,2010,10.2,A,TOTAL,FLAT_LT10,DEG2,PC,IT
ilc_lvho01,2010,0.7,A,TOTAL,FLAT_LT10,DEG3,PC,FI
ilc_lvho01,2010,3.6,A,TOTAL,FLAT_LT10,DEG3,PC,IT
ilc_lvho01,2010,1.5,A,TOTAL,FLAT_LT10,TOTAL,PC,FI
ilc_lvho01,2010,26.6,A,TOTAL,FLAT_LT10,TOTAL,PC,IT
ilc_lvho01,2010,9.6,A,TOTAL,HOUSE,DEG1,PC,FI
ilc_lvho01,2010,10.8,A,TOTAL,HOUSE,DEG1,PC,IT
ilc_lvho01,2010,7.7,A,TOTAL,HOUSE,DEG2,PC,FI
ilc_lvho01,2010,22.9,A,TOTAL,HOUSE,DEG2,PC,IT
ilc_lvho01,2010,49.2,A,TOTAL,HOUSE,DEG3,PC,FI
ilc_lvho01,2010,11.4,A,TOTAL,HOUSE,DEG3,PC,IT
ilc_lvho01,2010,66.5,A,TOTAL,HOUSE,TOTAL,PC,FI
ilc_lvho01,2010,45.2,A,TOTAL,HOUSE,TOTAL,PC,IT
ilc_lvho01,2010,4.2,A,TOTAL,HOUSE_D,DEG1,PC,FI
ilc_lvho01,2010,5.1,A,TOTAL,HOUSE_D,DEG1,PC,IT
ilc_lvho01,2010,4.9,A,TOTAL,HOUSE_D,DEG2,PC,FI
ilc_lvho01,2010,13.2,A,TOTAL,HOUSE_D,DEG2,PC,IT
ilc_lvho01,2010,38.5,A,TOTAL,HOUSE_D,DEG3,PC,FI
ilc_lvho01,2010,7.6,A,TOTAL,HOUSE_D,DEG3,PC,IT
ilc_lvho01,2010,47.6,A,TOTAL,HOUSE_D,TOTAL,PC,FI
ilc_lvho01,2010,25.8,A,TOTAL,HOUSE_D,TOTAL,PC,IT
ilc_lvho01,2010,5.4,A,TOTAL,HOUSE_SD,DEG1,PC,FI
ilc_lvho01,2010,5.7,A,TOTAL,HOUSE_SD,DEG1,PC,IT
ilc_lvho01,2010,2.8,A,TOTAL,HOUSE_SD,DEG2,PC,FI
ilc_lvho01,2010,9.7,A,TOTAL,HOUSE_SD,DEG2,PC,IT
ilc_lvho01,2010,10.7,A,TOTAL,HOUSE_SD,DEG3,PC,FI
ilc_lvho01,2010,3.9,A,TOTAL,HOUSE_SD,DEG3,PC,IT
ilc_lvho01,2010,18.9,A,TOTAL,HOUSE_SD,TOTAL,PC,FI
ilc_lvho01,2010,19.4,A,TOTAL,HOUSE_SD,TOTAL,PC,IT
ilc_lvho01,2010,0.1,A,TOTAL,OTH,DEG1,PC,FI
ilc_lvho01,2010,0.7,A,TOTAL,OTH,DEG1,PC,IT
ilc_lvho01,2010,0.1,A,TOTAL,OTH,DEG2,PC,FI
ilc_lvho01,2010,0.8,A,TOTAL,OTH,DEG2,PC,IT
ilc_lvho01,2010,0.4,A,TOTAL,OTH,DEG3,PC,FI
ilc_lvho01,2010,0.4,A,TOTAL,OTH,DEG3,PC,IT
ilc_lvho01,2010,0.7,A,TOTAL,OTH,TOTAL,PC,FI
ilc_lvho01,2010,1.9,A,TOTAL,OTH,TOTAL,PC,IT
ilc_lvho01,2010,25.7,A,TOTAL,TOTAL,DEG1,PC,FI
ilc_lvho01,2010,43.6,A,TOTAL,TOTAL,DEG1,PC,IT
ilc_lvho01,2010,13.7,A,TOTAL,TOTAL,DEG2,PC,FI
ilc_lvho01,2010,39.9,A,TOTAL,TOTAL,DEG2,PC,IT
ilc_lvho01,2010,60.6,A,TOTAL,TOTAL,DEG3,PC,FI
ilc_lvho01,2010,16.4,A,TOTAL,TOTAL,DEG3,PC,IT
ilc_lvho01,2010,100.0,A,TOTAL,TOTAL,TOTAL,PC,FI
ilc_lvho01,2010,100.0,A,TOTAL,TOTAL,TOTAL,PC,IT
ilc_lvho01,2011,14.1,A,A_MD60,FLAT,DEG1,PC,FI
ilc_lvho01,2011,23.9,A,A_MD60,FLAT,DEG1,PC,IT
ilc_lvho01,2011,4.7,A,A_MD60,FLAT,DEG2,PC,FI
ilc_lvho01,2011,11.8,A,A_MD60,FLAT,DEG2,PC,IT
ilc_lvho01,2011,7.9,A,A_MD60,FLAT,DEG3,PC,FI
ilc_lvho01,2011,3.0,A,A_MD60,FLAT,DEG3,PC,IT
ilc_lvho01,2011,26.6,A,A_MD60,FLAT,TOTAL,PC,FI
ilc_lvho01,2011,38.8,A,A_MD60,FLAT,TOTAL,PC,IT
ilc_lvho01,2011,13.7,A,A_MD60,FLAT_GE10,DEG1,PC,FI
ilc_lvho01,2011,16.0,A,A_MD60,FLAT_GE10,DEG1,PC,IT
ilc_lvho01,2011,4.4,A,A_MD60,FLAT_GE10,DEG2,PC,FI
ilc_lvho01,2011,5.2,A,A_MD60,FLAT_GE10,DEG2,PC,IT
ilc_lvho01,2011,7.3,A,A_MD60,FLAT_GE10,DEG3,PC,FI
ilc_lvho01,2011,0.7,A,A_MD60,FLAT_GE10,DEG3,PC,IT
ilc_lvho01,2011,25.5,A,A_MD60,FLAT_GE10,TOTAL,PC,FI
ilc_lvho01,2011,21.9,A,A_MD60,FLAT_GE10,TOTAL,PC,IT
ilc_lvho01,2011,0.4,A,A_MD60,FLAT_LT10,DEG1,PC,FI
ilc_lvho01,2011,7.9,A,A_MD60,FLAT_LT10,DEG1,PC,IT
ilc_lvho01,2011,0.3,A,A_MD60,FLAT_LT10,DEG2,PC,FI
ilc_lvho01,2011,6.6,A,A_MD60,FLAT_LT10,DEG2,PC,IT
ilc_lvho01,2011,0.5,A,A_MD60,FLAT_LT10,DEG3,PC,FI
ilc_lvho01,2011,2.3,A,A_MD60,FLAT_LT10,DEG3,PC,IT
ilc_lvho01,2011,1.2,A,A_MD60,FLAT_LT10,TOTAL,PC,FI
ilc_lvho01,2011,16.9,A,A_MD60,FLAT_LT10,TOTAL,PC,IT
ilc_lvho01,2011,9.1,A,A_MD60,HOUSE,DEG1,PC,FI
ilc_lvho01,2011,10.9,A,A_MD60,HOUSE,DEG1,PC,IT
ilc_lvho01,2011,7.3,A,A_MD60,HOUSE,DEG2,PC,FI
ilc_lvho01,2011,21.1,A,A_MD60,HOUSE,DEG2,PC,IT
ilc_lvho01,2011,42.9,A,A_MD60,HOUSE,DEG3,PC,FI
ilc_lvho01,2011,9.2,A,A_MD60,HOUSE,DEG3,PC,IT
ilc_lvho01,2011,59.2,A,A_MD60,HOUSE,TOTAL,PC,FI
ilc_lvho01,2011,41.1,A,A_MD60,HOUSE,TOTAL,PC,IT
ilc_lvho01,2011,4.0,A,A_MD60,HOUSE_D,DEG1,PC,FI
ilc_lvho01,2011,3.9,A,A_MD60,HOUSE_D,DEG1,PC,IT
ilc_lvho01,2011,4.8,A,A_MD60,HOUSE_D,DEG2,PC,FI
ilc_lvho01,2011,10.1,A,A_MD60,HOUSE_D,DEG2,PC,IT
ilc_lvho01,2011,33.8,A,A_MD60,HOUSE_D,DEG3,PC,FI
ilc_lvho01,2011,5.1,A,A_MD60,HOUSE_D,DEG3,PC,IT
ilc_lvho01,2011,42.6,A,A_MD60,HOUSE_D,TOTAL,PC,FI
ilc_lvho01,2011,19.1,A,A_MD60,HOUSE_D,TOTAL,PC,IT
ilc_lvho01,2011,5.0,A,A_MD60,HOUSE_SD,DEG1,PC,FI
ilc_lvho01,2011,7.0,A,A_MD60,HOUSE_SD,DEG1,PC,IT
ilc_lvho01,2011,2.5,A,A_MD60,HOUSE_SD,DEG2,PC,FI
ilc_lvho01,2011,10.9,A,A_MD60,HOUSE_SD,DEG2,PC,IT
ilc_lvho01,2011,9.1,A,A_MD60,HOUSE_SD,DEG3,PC,FI
ilc_lvho01,2011,4.1,A,A_MD60,HOUSE_SD,DEG3,PC,IT
ilc_lvho01,2011,16.6,A,A_MD60,HOUSE_SD,TOTAL,PC,FI
ilc_lvho01,2011,22.0,A,A_MD60,HOUSE_SD,TOTAL,PC,IT
ilc_lvho01,2011,0.1,A,A_MD60,OTH,DEG1,PC,FI
ilc_lvho01,2011,0.1,A,A_MD60,OTH,DEG1,PC,IT
ilc_lvho01,2011,0.0,A,A_MD60,OTH,DEG2,PC,FI
ilc_lvho01,2011,0.1,A,A_MD60,OTH,DEG2,PC,IT
ilc_lvho01,2011,0.3,A,A_MD60,OTH,DEG3,PC,FI
ilc_lvho01,2011,0.0,A,A_MD60,OTH,DEG3,PC,IT
ilc_lvho01,2011,0.4,A,A_MD60,OTH,TOTAL,PC,FI
ilc_lvho01,2011,0.2,A,A_MD60,OTH,TOTAL,PC,IT
ilc_lvho01,2011,23.2,A,A_MD60,TOTAL,DEG1,PC,FI
ilc_lvho01,2011,35.0,A,A_MD60,TOTAL,DEG1,PC,IT
ilc_lvho01,2011,12.0,A,A_MD60,TOTAL,DEG2,PC,FI
ilc_lvho01,2011,33.0,A,A_MD60,TOTAL,DEG2,PC,IT
ilc_lvho01,2011,51.0,A,A_MD60,TOTAL,DEG3,PC,FI
ilc_lvho01,2011,12.2,A,A_MD60,TOTAL,DEG3,PC,IT
ilc_lvho01,2011,86.3,A,A_MD60,TOTAL,TOTAL,PC,FI
