dataset,time,obs_value,freq,indic_ur,cities
urb_ctran,1989,42866.0,A,TT1064V,PL002C
urb_ctran,1989,93070.0,A,TT1064V,PL003C
urb_ctran,1989,54159.0,A,TT1064V,PL005C
urb_ctran,1989,49779.0,A,TT1064V,PL006C
urb_ctran,1989,19402.0,A,TT1064V,PL007C
urb_ctran,1989,25283.0,A,TT1064V,PL008C
urb_ctran,1989,34706.0,A,TT1064V,PL009C
urb_ctran,1989,94895.0,A,TT1064V,PL010C
urb_ctran,1989,19874.0,A,TT1064V,PL011C
urb_ctran,1989,34880.0,A,TT1064V,PL012C
urb_ctran,1989,17768.0,A,TT1064V,PL013C
urb_ctran,1989,13739.0,A,TT1064V,PL014C
urb_ctran,1989,51312.0,A,TT1064V,PL015C
urb_ctran,1989,31329.0,A,TT1064V,PL016C
urb_ctran,1989,22370.0,A,TT1064V,PL020C
urb_ctran,1989,3272.0,A,TT1064V,PL021C
urb_ctran,1989,17156.0,A,TT1064V,PL022C
urb_ctran,1989,4728.0,A,TT1064V,PL023C
urb_ctran,1989,11892.0,A,TT1065V,PL002C
urb_ctran,1989,5521.0,A,TT1065V,PL003C
urb_ctran,1989,8432.0,A,TT1065V,PL005C
urb_ctran,1989,18922.0,A,TT1065V,PL006C
urb_ctran,1989,2969.0,A,TT1065V,PL007C
urb_ctran,1989,3687.0,A,TT1065V,PL008C
urb_ctran,1989,6538.0,A,TT1065V,PL009C
urb_ctran,1989,17106.0,A,TT1065V,PL010C
urb_ctran,1989,3567.0,A,TT1065V,PL011C
urb_ctran,1989,4894.0,A,TT1065V,PL012C
urb_ctran,1989,3018.0,A,TT1065V,PL013C
urb_ctran,1989,2065.0,A,TT1065V,PL014C
urb_ctran,1989,2803.0,A,TT1065V,PL015C
urb_ctran,1989,3563.0,A,TT1065V,PL016C
urb_ctran,1989,2147.0,A,TT1065V,PL020C
urb_ctran,1989,658.0,A,TT1065V,PL021C
urb_ctran,1989,4754.0,A,TT1065V,PL022C
urb_ctran,1989,13883.0,A,TT1065V,PL023C
urb_ctran,1990,47.92,A,TT1003V,CH
urb_ctran,1990,35.6,A,TT1003V,CH007C
urb_ctran,1990,29.52,A,TT1003V,CH009C
urb_ctran,1990,35.42,A,TT1003V,CH010C
urb_ctran,1990,76.78,A,TT1003V,FR007C
urb_ctran,1990,49.0,A,TT1003V,SE002C
urb_ctran,1990,3.88,A,TT1006V,CH
urb_ctran,1990,4.01,A,TT1006V,CH007C
urb_ctran,1990,2.02,A,TT1006V,CH009C
urb_ctran,1990,5.12,A,TT1006V,CH010C
urb_ctran,1990,3.3,A,TT1006V,FR007C
urb_ctran,1990,7.23,A,TT1007V,CH
urb_ctran,1990,16.09,A,TT1007V,CH007C
urb_ctran,1990,4.84,A,TT1007V,CH009C
urb_ctran,1990,12.16,A,TT1007V,CH010C
urb_ctran,1990,2.73,A,TT1007V,FR007C
urb_ctran,1990,10.51,A,TT1008V,CH
urb_ctran,1990,9.07,A,TT1008V,CH007C
urb_ctran,1990,16.7,A,TT1008V,CH009C
urb_ctran,1990,12.55,A,TT1008V,CH010C
urb_ctran,1990,7.27,A,TT1008V,FR007C
urb_ctran,1990,30.45,A,TT1010V,CH
urb_ctran,1990,35.23,A,TT1010V,CH007C
urb_ctran,1990,46.91,A,TT1010V,CH009C
urb_ctran,1990,34.75,A,TT1010V,CH010C
urb_ctran,1990,9.4,A,TT1010V,FR007C
urb_ctran,1990,51.8,A,TT1012V,CH
urb_ctran,1990,39.61,A,TT1012V,CH007C
urb_ctran,1990,31.55,A,TT1012V,CH009C
urb_ctran,1990,40.54,A,TT1012V,CH010C
urb_ctran,1990,80.08,A,TT1012V,FR007C
urb_ctran,1990,22.0,A,TT1019V,CH
urb_ctran,1990,22.49,A,TT1019V,CH007C
urb_ctran,1990,19.97,A,TT1019V,CH009C
urb_ctran,1990,18.7,A,TT1019V,CH010C
urb_ctran,1990,18.04,A,TT1019V,FR007C
urb_ctran,1990,323.7,A,TT1057I,FR003C
urb_ctran,1990,342.49,A,TT1057I,FR004C
urb_ctran,1990,409.1,A,TT1057I,FR005C
urb_ctran,1990,399.97,A,TT1057I,FR007C
urb_ctran,1990,415.72,A,TT1057I,FR011C
urb_ctran,1990,366.1,A,TT1057I,FR017C
urb_ctran,1990,411.79,A,TT1057I,FR018C
urb_ctran,1990,356.96,A,TT1057I,FR019C
urb_ctran,1990,335.59,A,TT1057I,FR022C
urb_ctran,1990,351.19,A,TT1057I,FR023C
urb_ctran,1990,289.41,A,TT1057I,FR026C
urb_ctran,1990,205.38,A,TT1057I,FR030C
urb_ctran,1990,422.71,A,TT1057I,FR033C
urb_ctran,1990,382.23,A,TT1057I,FR034C
urb_ctran,1990,312.68,A,TT1057I,FR036C
urb_ctran,1990,426.81,A,TT1057I,FR038C
urb_ctran,1990,377.98,A,TT1057I,FR039C
urb_ctran,1990,220.75,A,TT1057I,FR046C
urb_ctran,1990,421.6,A,TT1057I,FR049C
urb_ctran,1990,409.82,A,TT1057I,FR054C
urb_ctran,1990,361.75,A,TT1057I,FR056C
urb_ctran,1990,299.62,A,TT1057I,FR059C
urb_ctran,1990,295.53,A,TT1057I,FR061C
urb_ctran,1990,421.7,A,TT1057I,FR069C
urb_ctran,1990,233.94,A,TT1057I,HU001C
urb_ctran,1990,345500.0,A,TT1057V,FR003C
urb_ctran,1990,331983.0,A,TT1057V,FR004C
urb_ctran,1990,255396.0,A,TT1057V,FR005C
urb_ctran,1990,202017.0,A,TT1057V,FR007C
urb_ctran,1990,146824.0,A,TT1057V,FR011C
urb_ctran,1990,75926.0,A,TT1057V,FR017C
urb_ctran,1990,101237.0,A,TT1057V,FR018C
urb_ctran,1990,91513.0,A,TT1057V,FR019C
urb_ctran,1990,87316.0,A,TT1057V,FR022C
urb_ctran,1990,143929.0,A,TT1057V,FR023C
urb_ctran,1990,72811.0,A,TT1057V,FR026C
urb_ctran,1990,32215.0,A,TT1057V,FR030C
urb_ctran,1990,127714.0,A,TT1057V,FR033C
urb_ctran,1990,79606.0,A,TT1057V,FR034C
urb_ctran,1990,65209.0,A,TT1057V,FR036C
urb_ctran,1990,50949.0,A,TT1057V,FR038C
urb_ctran,1990,61109.0,A,TT1057V,FR039C
urb_ctran,1990,36196.0,A,TT1057V,FR046C
urb_ctran,1990,28712.0,A,TT1057V,FR049C
urb_ctran,1990,51604.0,A,TT1057V,FR054C
urb_ctran,1990,33297.0,A,TT1057V,FR056C
urb_ctran,1990,20743.0,A,TT1057V,FR059C
urb_ctran,1990,28266.0,A,TT1057V,FR061C
urb_ctran,1990,43606.0,A,TT1057V,FR069C
urb_ctran,1990,1944553.0,A,TT1057V,HU
urb_ctran,1990,471799.0,A,TT1057V,HU001C
urb_ctran,1990,23867.0,A,TT1064V,CH007C
urb_ctran,1990,26936.0,A,TT1064V,CH009C
urb_ctran,1990,19374.0,A,TT1064V,CH010C
urb_ctran,1990,76043.0,A,TT1064V,FR003C
urb_ctran,1990,58388.0,A,TT1064V,FR004C
urb_ctran,1990,71757.0,A,TT1064V,FR005C
urb_ctran,1990,40291.0,A,TT1064V,FR007C
urb_ctran,1990,21340.0,A,TT1064V,FR011C
urb_ctran,1990,20778.0,A,TT1064V,FR017C
urb_ctran,1990,24777.0,A,TT1064V,FR018C
urb_ctran,1990,37230.0,A,TT1064V,FR019C
urb_ctran,1990,12718.0,A,TT1064V,FR022C
urb_ctran,1990,21290.0,A,TT1064V,FR023C
urb_ctran,1990,15288.0,A,TT1064V,FR026C
urb_ctran,1990,9324.0,A,TT1064V,FR030C
urb_ctran,1990,32463.0,A,TT1064V,FR033C
urb_ctran,1990,18979.0,A,TT1064V,FR034C
urb_ctran,1990,15343.0,A,TT1064V,FR036C
urb_ctran,1990,17662.0,A,TT1064V,FR038C
urb_ctran,1990,13269.0,A,TT1064V,FR039C
urb_ctran,1990,17775.0,A,TT1064V,FR046C
urb_ctran,1990,4307.0,A,TT1064V,FR049C
urb_ctran,1990,9130.0,A,TT1064V,FR054C
urb_ctran,1990,13294.0,A,TT1064V,FR056C
urb_ctran,1990,14413.0,A,TT1064V,FR059C
urb_ctran,1990,9835.0,A,TT1064V,FR061C
urb_ctran,1990,9858.0,A,TT1064V,FR069C
urb_ctran,1990,196431.0,A,TT1064V,HU001C
urb_ctran,1990,36086.0,A,TT1064V,HU002C
urb_ctran,1990,16420.0,A,TT1064V,HU003C
urb_ctran,1990,16673.0,A,TT1064V,HU004C
urb_ctran,1990,86799.0,A,TT1064V,SE002C
urb_ctran,1990,12813.0,A,TT1065V,CH007C
urb_ctran,1990,7072.0,A,TT1065V,CH009C
urb_ctran,1990,7565.0,A,TT1065V,CH010C
urb_ctran,1990,28469.0,A,TT1065V,FR003C
urb_ctran,1990,31573.0,A,TT1065V,FR004C
urb_ctran,1990,17997.0,A,TT1065V,FR005C
urb_ctran,1990,14260.0,A,TT1065V,FR007C
urb_ctran,1990,8126.0,A,TT1065V,FR011C
urb_ctran,1990,8816.0,A,TT1065V,FR017C
urb_ctran,1990,10990.0,A,TT1065V,FR018C
urb_ctran,1990,13159.0,A,TT1065V,FR019C
urb_ctran,1990,8984.0,A,TT1065V,FR022C
urb_ctran,1990,14869.0,A,TT1065V,FR023C
urb_ctran,1990,25313.0,A,TT1065V,FR026C
urb_ctran,1990,3668.0,A,TT1065V,FR030C
urb_ctran,1990,31731.0,A,TT1065V,FR033C
urb_ctran,1990,6124.0,A,TT1065V,FR034C
urb_ctran,1990,6022.0,A,TT1065V,FR036C
urb_ctran,1990,7227.0,A,TT1065V,FR038C
urb_ctran,1990,5537.0,A,TT1065V,FR039C
urb_ctran,1990,4267.0,A,TT1065V,FR046C
urb_ctran,1990,4307.0,A,TT1065V,FR049C
urb_ctran,1990,3830.0,A,TT1065V,FR054C
urb_ctran,1990,5795.0,A,TT1065V,FR056C
urb_ctran,1990,11558.0,A,TT1065V,FR059C
urb_ctran,1990,3216.0,A,TT1065V,FR061C
urb_ctran,1990,4503.0,A,TT1065V,FR069C
urb_ctran,1990,26814.0,A,TT1065V,HU001C
urb_ctran,1990,4045.0,A,TT1065V,HU002C
urb_ctran,1990,2072.0,A,TT1065V,HU003C
urb_ctran,1990,5962.0,A,TT1065V,HU004C
urb_ctran,1990,25931.0,A,TT1065V,SE002C
urb_ctran,1991,41.44,A,TT1003V,AT001C
urb_ctran,1991,55.68,A,TT1003V,AT002C
urb_ctran,1991,55.59,A,TT1003V,AT003C
urb_ctran,1991,63.09,A,TT1003V,BE
urb_ctran,1991,53.45,A,TT1003V,BE001C
urb_ctran,1991,54.65,A,TT1003V,BE002C
urb_ctran,1991,56.23,A,TT1003V,BE003C
urb_ctran,1991,66.98,A,TT1003V,BE004C
urb_ctran,1991,62.57,A,TT1003V,BE005C
urb_ctran,1991,52.54,A,TT1003V,BE006C
urb_ctran,1991,76.0,A,TT1003V,CY001C
urb_ctran,1991,39.0,A,TT1003V,DE001C
urb_ctran,1991,49.6,A,TT1003V,DE002C
urb_ctran,1991,39.9,A,TT1003V,DE003C
urb_ctran,1991,55.9,A,TT1003V,DE004C
urb_ctran,1991,41.4,A,TT1003V,DE005C
urb_ctran,1991,61.5,A,TT1003V,DE006C
urb_ctran,1991,42.5,A,TT1003V,DE008C
urb_ctran,1991,42.7,A,TT1003V,DE009C
urb_ctran,1991,66.2,A,TT1003V,DE010C
urb_ctran,1991,48.8,A,TT1003V,DE011C
urb_ctran,1991,49.6,A,TT1003V,DE012C
urb_ctran,1991,48.1,A,TT1003V,DE013C
urb_ctran,1991,52.8,A,TT1003V,DE014C
urb_ctran,1991,68.9,A,TT1003V,DE015C
urb_ctran,1991,69.9,A,TT1003V,DE016C
urb_ctran,1991,36.2,A,TT1003V,DE017C
urb_ctran,1991,37.6,A,TT1003V,DE018C
urb_ctran,1991,56.1,A,TT1003V,DE019C
urb_ctran,1991,68.2,A,TT1003V,DE021C
urb_ctran,1991,56.1,A,TT1003V,DE023C
urb_ctran,1991,77.0,A,TT1003V,DE024C
urb_ctran,1991,65.7,A,TT1003V,DE025C
urb_ctran,1991,72.2,A,TT1003V,DE026C
urb_ctran,1991,38.7,A,TT1003V,DE027C
urb_ctran,1991,41.6,A,TT1003V,DE028C
urb_ctran,1991,35.8,A,TT1003V,DE029C
urb_ctran,1991,41.6,A,TT1003V,DE030C
urb_ctran,1991,46.8,A,TT1003V,DE031C
urb_ctran,1991,56.5,A,TT1003V,DE032C
urb_ctran,1991,65.7,A,TT1003V,DE033C
urb_ctran,1991,68.6,A,TT1003V,DE034C
urb_ctran,1991,67.2,A,TT1003V,DE035C
urb_ctran,1991,62.5,A,TT1003V,DE124C
urb_ctran,1991,30.0,A,TT1003V,FI004C
urb_ctran,1991,69.33,A,TT1003V,FR019C
urb_ctran,1991,75.2,A,TT1003V,FR036C
urb_ctran,1991,62.99,A,TT1003V,IT
urb_ctran,1991,55.84,A,TT1003V,IT001C
urb_ctran,1991,58.03,A,TT1003V,IT004C
urb_ctran,1991,68.72,A,TT1003V,IT005C
urb_ctran,1991,38.88,A,TT1003V,IT006C
urb_ctran,1991,48.24,A,TT1003V,IT007C
urb_ctran,1991,63.57,A,TT1003V,IT008C
urb_ctran,1991,54.79,A,TT1003V,IT009C
urb_ctran,1991,72.58,A,TT1003V,IT010C
urb_ctran,1991,35.67,A,TT1003V,IT011C
urb_ctran,1991,65.16,A,TT1003V,IT012C
urb_ctran,1991,56.63,A,TT1003V,IT013C
urb_ctran,1991,60.5,A,TT1003V,IT014C
urb_ctran,1991,49.59,A,TT1003V,IT015C
urb_ctran,1991,74.07,A,TT1003V,IT016C
urb_ctran,1991,63.63,A,TT1003V,IT017C
urb_ctran,1991,71.26,A,TT1003V,IT018C
urb_ctran,1991,65.49,A,TT1003V,IT019C
urb_ctran,1991,66.24,A,TT1003V,IT020C
urb_ctran,1991,60.91,A,TT1003V,IT021C
urb_ctran,1991,68.35,A,TT1003V,IT022C
urb_ctran,1991,70.68,A,TT1003V,IT023C
urb_ctran,1991,72.75,A,TT1003V,IT024C
urb_ctran,1991,71.69,A,TT1003V,IT025C
urb_ctran,1991,75.68,A,TT1003V,IT026C
urb_ctran,1991,18.55,A,TT1003V,PT003C
urb_ctran,1991,23.47,A,TT1003V,PT004C
urb_ctran,1991,28.1,A,TT1003V,PT005C
urb_ctran,1991,20.69,A,TT1003V,PT006C
urb_ctran,1991,27.59,A,TT1003V,PT007C
urb_ctran,1991,28.35,A,TT1003V,PT008C
urb_ctran,1991,44.3,A,TT1003V,SI001C
urb_ctran,1991,42.0,A,TT1003V,SI002C
urb_ctran,1991,15.0,A,TT1003V,SK001C
urb_ctran,1991,23.0,A,TT1003V,SK002C
urb_ctran,1991,22.0,A,TT1003V,SK004C
urb_ctran,1991,0.3,A,TT1006V,BE
urb_ctran,1991,0.0,A,TT1006V,FI004C
urb_ctran,1991,2.8,A,TT1006V,FR019C
urb_ctran,1991,4.0,A,TT1006V,FR036C
urb_ctran,1991,4.32,A,TT1006V,IT
urb_ctran,1991,4.72,A,TT1006V,IT001C
urb_ctran,1991,0.61,A,TT1006V,IT004C
urb_ctran,1991,4.53,A,TT1006V,IT005C
urb_ctran,1991,8.65,A,TT1006V,IT006C
urb_ctran,1991,15.12,A,TT1006V,IT007C
urb_ctran,1991,2.61,A,TT1006V,IT008C
urb_ctran,1991,5.22,A,TT1006V,IT009C
urb_ctran,1991,4.33,A,TT1006V,IT010C
urb_ctran,1991,3.25,A,TT1006V,IT011C
urb_ctran,1991,7.23,A,TT1006V,IT012C
urb_ctran,1991,5.13,A,TT1006V,IT013C
urb_ctran,1991,2.39,A,TT1006V,IT014C
urb_ctran,1991,10.28,A,TT1006V,IT015C
urb_ctran,1991,1.74,A,TT1006V,IT016C
urb_ctran,1991,2.27,A,TT1006V,IT017C
urb_ctran,1991,2.16,A,TT1006V,IT018C
urb_ctran,1991,0.79,A,TT1006V,IT019C
urb_ctran,1991,1.22,A,TT1006V,IT020C
urb_ctran,1991,0.75,A,TT1006V,IT021C
urb_ctran,1991,0.53,A,TT1006V,IT022C
urb_ctran,1991,1.46,A,TT1006V,IT023C
urb_ctran,1991,2.09,A,TT1006V,IT024C
urb_ctran,1991,2.14,A,TT1006V,IT025C
urb_ctran,1991,1.65,A,TT1006V,IT026C
urb_ctran,1991,1.01,A,TT1007V,AT001C
urb_ctran,1991,5.0,A,TT1007V,AT002C
urb_ctran,1991,2.41,A,TT1007V,AT003C
urb_ctran,1991,8.46,A,TT1007V,BE
urb_ctran,1991,15.0,A,TT1007V,FI004C
urb_ctran,1991,1.52,A,TT1007V,FR019C
urb_ctran,1991,4.6,A,TT1007V,FR036C
urb_ctran,1991,3.82,A,TT1007V,IT
urb_ctran,1991,0.27,A,TT1007V,IT001C
urb_ctran,1991,0.87,A,TT1007V,IT004C
urb_ctran,1991,0.44,A,TT1007V,IT005C
urb_ctran,1991,0.2,A,TT1007V,IT006C
urb_ctran,1991,3.23,A,TT1007V,IT007C
urb_ctran,1991,0.82,A,TT1007V,IT008C
urb_ctran,1991,3.96,A,TT1007V,IT009C
urb_ctran,1991,0.19,A,TT1007V,IT010C
urb_ctran,1991,3.21,A,TT1007V,IT011C
urb_ctran,1991,5.69,A,TT1007V,IT012C
urb_ctran,1991,8.65,A,TT1007V,IT013C
urb_ctran,1991,3.53,A,TT1007V,IT014C
urb_ctran,1991,0.28,A,TT1007V,IT015C
urb_ctran,1991,0.36,A,TT1007V,IT016C
urb_ctran,1991,0.25,A,TT1007V,IT017C
urb_ctran,1991,1.76,A,TT1007V,IT018C
urb_ctran,1991,0.08,A,TT1007V,IT019C
urb_ctran,1991,1.1,A,TT1007V,IT020C
urb_ctran,1991,0.43,A,TT1007V,IT021C
urb_ctran,1991,0.02,A,TT1007V,IT022C
urb_ctran,1991,0.07,A,TT1007V,IT023C
urb_ctran,1991,0.18,A,TT1007V,IT024C
urb_ctran,1991,0.12,A,TT1007V,IT025C
urb_ctran,1991,0.28,A,TT1007V,IT026C
urb_ctran,1991,15.28,A,TT1008V,AT001C
urb_ctran,1991,16.04,A,TT1008V,AT002C
urb_ctran,1991,13.28,A,TT1008V,AT003C
urb_ctran,1991,5.15,A,TT1008V,BE
urb_ctran,1991,7.0,A,TT1008V,FI004C
urb_ctran,1991,15.15,A,TT1008V,FR019C
urb_ctran,1991,8.7,A,TT1008V,FR036C
urb_ctran,1991,15.5,A,TT1008V,IT
urb_ctran,1991,8.57,A,TT1008V,IT001C
urb_ctran,1991,11.68,A,TT1008V,IT004C
urb_ctran,1991,13.39,A,TT1008V,IT005C
urb_ctran,1991,14.36,A,TT1008V,IT006C
urb_ctran,1991,9.85,A,TT1008V,IT007C
urb_ctran,1991,15.45,A,TT1008V,IT008C
urb_ctran,1991,10.8,A,TT1008V,IT009C
urb_ctran,1991,11.14,A,TT1008V,IT010C
urb_ctran,1991,15.62,A,TT1008V,IT011C
urb_ctran,1991,10.05,A,TT1008V,IT012C
urb_ctran,1991,11.96,A,TT1008V,IT013C
urb_ctran,1991,13.73,A,TT1008V,IT014C
urb_ctran,1991,14.16,A,TT1008V,IT015C
urb_ctran,1991,9.65,A,TT1008V,IT016C
urb_ctran,1991,10.21,A,TT1008V,IT017C
urb_ctran,1991,14.76,A,TT1008V,IT018C
urb_ctran,1991,21.14,A,TT1008V,IT019C
urb_ctran,1991,11.04,A,TT1008V,IT020C
urb_ctran,1991,12.68,A,TT1008V,IT021C
urb_ctran,1991,16.32,A,TT1008V,IT022C
urb_ctran,1991,16.41,A,TT1008V,IT023C
urb_ctran,1991,13.99,A,TT1008V,IT024C
urb_ctran,1991,17.46,A,TT1008V,IT025C
urb_ctran,1991,10.36,A,TT1008V,IT026C
urb_ctran,1991,11.16,A,TT1010V,FR019C
urb_ctran,1991,72.13,A,TT1012V,FR019C
urb_ctran,1991,20.67,A,TT1019V,BE
urb_ctran,1991,33.0,A,TT1019V,BE001C
urb_ctran,1991,31.0,A,TT1019V,BE002C
urb_ctran,1991,34.0,A,TT1019V,BE003C
urb_ctran,1991,32.0,A,TT1019V,BE004C
urb_ctran,1991,32.0,A,TT1019V,BE005C
urb_ctran,1991,30.0,A,TT1019V,BE006C
urb_ctran,1991,59.0,A,TT1019V,CZ001C
urb_ctran,1991,63.0,A,TT1019V,CZ002C
urb_ctran,1991,60.0,A,TT1019V,CZ003C
urb_ctran,1991,60.0,A,TT1019V,CZ004C
urb_ctran,1991,54.0,A,TT1019V,CZ005C
urb_ctran,1991,31.1,A,TT1019V,DE001C
urb_ctran,1991,29.3,A,TT1019V,DE002C
urb_ctran,1991,26.9,A,TT1019V,DE003C
urb_ctran,1991,25.6,A,TT1019V,DE004C
urb_ctran,1991,26.3,A,TT1019V,DE005C
urb_ctran,1991,25.6,A,TT1019V,DE006C
urb_ctran,1991,22.2,A,TT1019V,DE008C
urb_ctran,1991,22.3,A,TT1019V,DE009C
urb_ctran,1991,23.6,A,TT1019V,DE010C
urb_ctran,1991,23.4,A,TT1019V,DE011C
urb_ctran,1991,25.3,A,TT1019V,DE012C
urb_ctran,1991,22.9,A,TT1019V,DE013C
urb_ctran,1991,23.7,A,TT1019V,DE014C
urb_ctran,1991,22.0,A,TT1019V,DE015C
urb_ctran,1991,22.2,A,TT1019V,DE016C
urb_ctran,1991,23.9,A,TT1019V,DE017C
urb_ctran,1991,21.8,A,TT1019V,DE018C
urb_ctran,1991,24.7,A,TT1019V,DE019C
urb_ctran,1991,23.2,A,TT1019V,DE021C
urb_ctran,1991,24.7,A,TT1019V,DE023C
urb_ctran,1991,20.2,A,TT1019V,DE024C
urb_ctran,1991,18.4,A,TT1019V,DE025C
urb_ctran,1991,23.0,A,TT1019V,DE026C
urb_ctran,1991,22.8,A,TT1019V,DE027C
urb_ctran,1991,22.9,A,TT1019V,DE028C
urb_ctran,1991,22.9,A,TT1019V,DE029C
urb_ctran,1991,22.9,A,TT1019V,DE030C
urb_ctran,1991,24.1,A,TT1019V,DE031C
urb_ctran,1991,24.0,A,TT1019V,DE032C
urb_ctran,1991,20.0,A,TT1019V,DE033C
urb_ctran,1991,20.9,A,TT1019V,DE034C
urb_ctran,1991,24.0,A,TT1019V,DE035C
urb_ctran,1991,22.7,A,TT1019V,DE124C
urb_ctran,1991,21.66,A,TT1019V,FR019C
urb_ctran,1991,19.0,A,TT1019V,FR036C
urb_ctran,1991,19.42,A,TT1019V,IT
urb_ctran,1991,34.87,A,TT1019V,IT001C
urb_ctran,1991,24.87,A,TT1019V,IT004C
urb_ctran,1991,22.39,A,TT1019V,IT005C
urb_ctran,1991,26.69,A,TT1019V,IT006C
urb_ctran,1991,23.41,A,TT1019V,IT007C
urb_ctran,1991,23.07,A,TT1019V,IT008C
urb_ctran,1991,22.02,A,TT1019V,IT009C
urb_ctran,1991,23.8,A,TT1019V,IT010C
urb_ctran,1991,29.29,A,TT1019V,IT011C
urb_ctran,1991,17.86,A,TT1019V,IT012C
urb_ctran,1991,24.1,A,TT1019V,IT013C
urb_ctran,1991,19.41,A,TT1019V,IT014C
urb_ctran,1991,17.14,A,TT1019V,IT015C
urb_ctran,1991,18.86,A,TT1019V,IT016C
urb_ctran,1991,19.77,A,TT1019V,IT017C
urb_ctran,1991,15.77,A,TT1019V,IT018C
urb_ctran,1991,17.19,A,TT1019V,IT019C
urb_ctran,1991,31.55,A,TT1019V,IT020C
urb_ctran,1991,22.79,A,TT1019V,IT021C
urb_ctran,1991,20.35,A,TT1019V,IT022C
urb_ctran,1991,23.57,A,TT1019V,IT023C
urb_ctran,1991,19.58,A,TT1019V,IT024C
urb_ctran,1991,17.09,A,TT1019V,IT025C
urb_ctran,1991,20.95,A,TT1019V,IT026C
urb_ctran,1991,20.0,A,TT1019V,LU001C
urb_ctran,1991,19.0,A,TT1019V,PT003C
urb_ctran,1991,23.0,A,TT1019V,PT004C
urb_ctran,1991,27.0,A,TT1019V,PT005C
urb_ctran,1991,23.0,A,TT1019V,PT006C
urb_ctran,1991,18.0,A,TT1019V,PT007C
urb_ctran,1991,20.0,A,TT1019V,PT008C
urb_ctran,1991,19.0,A,TT1019V,SI001C
urb_ctran,1991,27.1,A,TT1019V,SI002C
urb_ctran,1991,34.0,A,TT1019V,SK001C
urb_ctran,1991,20.0,A,TT1019V,SK002C
urb_ctran,1991,36.0,A,TT1019V,SK004C
urb_ctran,1991,299.62,A,TT1057I,AT001C
urb_ctran,1991,416.34,A,TT1057I,BE002C
urb_ctran,1991,382.68,A,TT1057I,BE003C
urb_ctran,1991,351.36,A,TT1057I,BE004C
urb_ctran,1991,377.89,A,TT1057I,BE006C
urb_ctran,1991,276.71,A,TT1057I,CY
urb_ctran,1991,315.18,A,TT1057I,ES006C
urb_ctran,1991,329.13,A,TT1057I,ES008C
urb_ctran,1991,382.51,A,TT1057I,FI
urb_ctran,1991,337.16,A,TT1057I,FI001C
urb_ctran,1991,363.68,A,TT1057I,FI002C
urb_ctran,1991,380.75,A,TT1057I,FI003C
urb_ctran,1991,397.83,A,TT1057I,FI004C
urb_ctran,1991,194.3,A,TT1057I,HU
urb_ctran,1991,638.27,A,TT1057I,IT001C
urb_ctran,1991,646.53,A,TT1057I,IT004C
urb_ctran,1991,511.55,A,TT1057I,IT005C
urb_ctran,1991,484.32,A,TT1057I,IT006C
urb_ctran,1991,619.32,A,TT1057I,IT007C
urb_ctran,1991,479.32,A,TT1057I,IT008C
urb_ctran,1991,604.34,A,TT1057I,IT009C
urb_ctran,1991,563.87,A,TT1057I,IT010C
urb_ctran,1991,403.95,A,TT1057I,IT011C
urb_ctran,1991,591.03,A,TT1057I,IT012C
urb_ctran,1991,593.54,A,TT1057I,IT013C
urb_ctran,1991,574.53,A,TT1057I,IT014C
urb_ctran,1991,535.44,A,TT1057I,IT015C
urb_ctran,1991,664.87,A,TT1057I,IT016C
urb_ctran,1991,610.7,A,TT1057I,IT017C
urb_ctran,1991,576.48,A,TT1057I,IT018C
urb_ctran,1991,510.63,A,TT1057I,IT019C
urb_ctran,1991,502.63,A,TT1057I,IT020C
urb_ctran,1991,433.57,A,TT1057I,IT021C
urb_ctran,1991,550.83,A,TT1057I,IT022C
urb_ctran,1991,477.55,A,TT1057I,IT023C
urb_ctran,1991,477.92,A,TT1057I,IT024C
urb_ctran,1991,583.75,A,TT1057I,IT025C
urb_ctran,1991,610.06,A,TT1057I,IT026C
urb_ctran,1991,137.92,A,TT1057I,LT
urb_ctran,1991,148.01,A,TT1057I,LT001C
urb_ctran,1991,145.54,A,TT1057I,LT002C
urb_ctran,1991,150.7,A,TT1057I,LT003C
urb_ctran,1991,560.0,A,TT1057I,LU001C
urb_ctran,1991,123.29,A,TT1057I,LV001C
urb_ctran,1991,111.93,A,TT1057I,LV002C
urb_ctran,1991,327.51,A,TT1057I,MT001C
urb_ctran,1991,321.86,A,TT1057I,PL001C
urb_ctran,1991,210.65,A,TT1057I,PL004C
urb_ctran,1991,255.97,A,TT1057I,PL005C
urb_ctran,1991,127.67,A,TT1057I,PL007C
urb_ctran,1991,180.77,A,TT1057I,PL008C
urb_ctran,1991,280.47,A,TT1057I,PL010C
urb_ctran,1991,313.96,A,TT1057I,PL011C
urb_ctran,1991,113.29,A,TT1057I,PL012C
urb_ctran,1991,455.7,A,TT1057I,PL013C
urb_ctran,1991,143.5,A,TT1057I,PL022C
urb_ctran,1991,169.66,A,TT1057I,PL023C
urb_ctran,1991,363.93,A,TT1057I,SE002C
urb_ctran,1991,360.35,A,TT1057I,SE003C
urb_ctran,1991,407.3,A,TT1057I,SE004C
urb_ctran,1991,408.47,A,TT1057I,SE005C
urb_ctran,1991,310.6,A,TT1057I,SI
urb_ctran,1991,171.89,A,TT1057I,SK
urb_ctran,1991,235.86,A,TT1057I,SK001C
urb_ctran,1991,204.8,A,TT1057I,SK002C
