dataset,time,obs_value,freq,indic_ur,cities
urb_ctran,2013,2.0,A,TT1060V,FR074C
urb_ctran,2013,1.0,A,TT1060V,FR075C
urb_ctran,2013,1.0,A,TT1060V,FR076C
urb_ctran,2013,1.0,A,TT1060V,FR077C
urb_ctran,2013,1182.0,A,TT1060V,HU
urb_ctran,2013,50.0,A,TT1060V,HU001C
urb_ctran,2013,3.0,A,TT1060V,HU002C
urb_ctran,2013,3.0,A,TT1060V,HU003C
urb_ctran,2013,2.0,A,TT1060V,HU004C
urb_ctran,2013,9.0,A,TT1060V,HU005C
urb_ctran,2013,7.0,A,TT1060V,HU006C
urb_ctran,2013,8.0,A,TT1060V,HU007C
urb_ctran,2013,6.0,A,TT1060V,HU008C
urb_ctran,2013,3.0,A,TT1060V,HU009C
urb_ctran,2013,3385.0,A,TT1060V,IT
urb_ctran,2013,140.0,A,TT1060V,IT001C
urb_ctran,2013,128.0,A,TT1060V,IT002C
urb_ctran,2013,98.0,A,TT1060V,IT003C
urb_ctran,2013,43.0,A,TT1060V,IT004C
urb_ctran,2013,22.0,A,TT1060V,IT005C
urb_ctran,2013,25.0,A,TT1060V,IT006C
urb_ctran,2013,13.0,A,TT1060V,IT007C
urb_ctran,2013,16.0,A,TT1060V,IT008C
urb_ctran,2013,7.0,A,TT1060V,IT009C
urb_ctran,2013,20.0,A,TT1060V,IT010C
urb_ctran,2013,4.0,A,TT1060V,IT011C
urb_ctran,2013,9.0,A,TT1060V,IT012C
urb_ctran,2013,0.0,A,TT1060V,IT013C
urb_ctran,2013,2.0,A,TT1060V,IT014C
urb_ctran,2013,11.0,A,TT1060V,IT015C
urb_ctran,2013,9.0,A,TT1060V,IT016C
urb_ctran,2013,2.0,A,TT1060V,IT017C
urb_ctran,2013,4.0,A,TT1060V,IT018C
urb_ctran,2013,2.0,A,TT1060V,IT019C
urb_ctran,2013,4.0,A,TT1060V,IT020C
urb_ctran,2013,7.0,A,TT1060V,IT021C
urb_ctran,2013,3.0,A,TT1060V,IT022C
urb_ctran,2013,4.0,A,TT1060V,IT023C
urb_ctran,2013,5.0,A,TT1060V,IT024C
urb_ctran,2013,5.0,A,TT1060V,IT025C
urb_ctran,2013,11.0,A,TT1060V,IT026C
urb_ctran,2013,13.0,A,TT1060V,IT027C
urb_ctran,2013,9.0,A,TT1060V,IT028C
urb_ctran,2013,15.0,A,TT1060V,IT029C
urb_ctran,2013,18.0,A,TT1060V,IT030C
urb_ctran,2013,4.0,A,TT1060V,IT031C
urb_ctran,2013,9.0,A,TT1060V,IT032C
urb_ctran,2013,4.0,A,TT1060V,IT033C
urb_ctran,2013,6.0,A,TT1060V,IT034C
urb_ctran,2013,1.0,A,TT1060V,IT035C
urb_ctran,2013,4.0,A,TT1060V,IT036C
urb_ctran,2013,2.0,A,TT1060V,IT037C
urb_ctran,2013,4.0,A,TT1060V,IT038C
urb_ctran,2013,2.0,A,TT1060V,IT039C
urb_ctran,2013,7.0,A,TT1060V,IT040C
urb_ctran,2013,4.0,A,TT1060V,IT041C
urb_ctran,2013,3.0,A,TT1060V,IT042C
urb_ctran,2013,3.0,A,TT1060V,IT043C
urb_ctran,2013,2.0,A,TT1060V,IT044C
urb_ctran,2013,4.0,A,TT1060V,IT045C
urb_ctran,2013,6.0,A,TT1060V,IT046C
urb_ctran,2013,4.0,A,TT1060V,IT047C
urb_ctran,2013,0.0,A,TT1060V,IT048C
urb_ctran,2013,1.0,A,TT1060V,IT049C
urb_ctran,2013,1.0,A,TT1060V,IT050C
urb_ctran,2013,2.0,A,TT1060V,IT051C
urb_ctran,2013,2.0,A,TT1060V,IT052C
urb_ctran,2013,10.0,A,TT1060V,IT053C
urb_ctran,2013,3.0,A,TT1060V,IT054C
urb_ctran,2013,2.0,A,TT1060V,IT055C
urb_ctran,2013,9.0,A,TT1060V,IT056C
urb_ctran,2013,1.0,A,TT1060V,IT057C
urb_ctran,2013,7.0,A,TT1060V,IT058C
urb_ctran,2013,2.0,A,TT1060V,IT059C
urb_ctran,2013,2.0,A,TT1060V,IT060C
urb_ctran,2013,1.0,A,TT1060V,IT061C
urb_ctran,2013,4.0,A,TT1060V,IT062C
urb_ctran,2013,3.0,A,TT1060V,IT063C
urb_ctran,2013,11.0,A,TT1060V,IT064C
urb_ctran,2013,8.0,A,TT1060V,IT065C
urb_ctran,2013,15.0,A,TT1060V,IT066C
urb_ctran,2013,10.0,A,TT1060V,IT067C
urb_ctran,2013,11.0,A,TT1060V,IT068C
urb_ctran,2013,20.0,A,TT1060V,IT069C
urb_ctran,2013,11.0,A,TT1060V,IT070C
urb_ctran,2013,9.0,A,TT1060V,IT071C
urb_ctran,2013,5.0,A,TT1060V,IT072C
urb_ctran,2013,4.0,A,TT1060V,IT073C
urb_ctran,2013,6.0,A,TT1060V,IT074C
urb_ctran,2013,13.0,A,TT1060V,IT075C
urb_ctran,2013,8.0,A,TT1060V,IT076C
urb_ctran,2013,6.0,A,TT1060V,IT077C
urb_ctran,2013,1.0,A,TT1060V,IT078C
urb_ctran,2013,5.0,A,TT1060V,IT079C
urb_ctran,2013,9.0,A,TT1060V,IT080C
urb_ctran,2013,7.0,A,TT1060V,IT081C
urb_ctran,2013,8.0,A,TT1060V,IT082C
urb_ctran,2013,5.0,A,TT1060V,IT083C
urb_ctran,2013,6.0,A,TT1060V,IT084C
urb_ctran,2013,1.0,A,TT1060V,IT085C
urb_ctran,2013,4.0,A,TT1060V,IT086C
urb_ctran,2013,5.0,A,TT1060V,IT087C
urb_ctran,2013,256.0,A,TT1060V,LT
urb_ctran,2013,26.0,A,TT1060V,LT001C
urb_ctran,2013,14.0,A,TT1060V,LT002C
urb_ctran,2013,10.0,A,TT1060V,LT003C
urb_ctran,2013,0.0,A,TT1060V,LT004C
urb_ctran,2013,7.0,A,TT1060V,LT005C
urb_ctran,2013,1.0,A,TT1060V,LT006C
urb_ctran,2013,179.0,A,TT1060V,LV
urb_ctran,2013,25.0,A,TT1060V,LV001C
urb_ctran,2013,4.0,A,TT1060V,LV002C
urb_ctran,2013,5.0,A,TT1060V,LV003C
urb_ctran,2013,0.0,A,TT1060V,LV004C
urb_ctran,2013,551.0,A,TT1060V,NL
urb_ctran,2013,18.0,A,TT1060V,NL001C
urb_ctran,2013,2.0,A,TT1060V,NL004C
urb_ctran,2013,2.0,A,TT1060V,NL006C
urb_ctran,2013,5.0,A,TT1060V,NL007C
urb_ctran,2013,4.0,A,TT1060V,NL008C
urb_ctran,2013,8.0,A,TT1060V,NL011C
urb_ctran,2013,4.0,A,TT1060V,NL013C
urb_ctran,2013,7.0,A,TT1060V,NL014C
urb_ctran,2013,8.0,A,TT1060V,NL015C
urb_ctran,2013,13.0,A,TT1060V,NL017C
urb_ctran,2013,4.0,A,TT1060V,NL018C
urb_ctran,2013,4.0,A,TT1060V,NL019C
urb_ctran,2013,1.0,A,TT1060V,NL020C
urb_ctran,2013,4.0,A,TT1060V,NL025C
urb_ctran,2013,3.0,A,TT1060V,NL029C
urb_ctran,2013,2.0,A,TT1060V,NL031C
urb_ctran,2013,4.0,A,TT1060V,NL033C
urb_ctran,2013,11.0,A,TT1060V,NL037C
urb_ctran,2013,4.0,A,TT1060V,NL041C
urb_ctran,2013,5.0,A,TT1060V,NL042C
urb_ctran,2013,3.0,A,TT1060V,NL047C
urb_ctran,2013,3357.0,A,TT1060V,PL
urb_ctran,2013,74.0,A,TT1060V,PL001C
urb_ctran,2013,31.0,A,TT1060V,PL002C
urb_ctran,2013,12.0,A,TT1060V,PL003C
urb_ctran,2013,23.0,A,TT1060V,PL004C
urb_ctran,2013,20.0,A,TT1060V,PL005C
urb_ctran,2013,18.0,A,TT1060V,PL006C
urb_ctran,2013,16.0,A,TT1060V,PL007C
urb_ctran,2013,13.0,A,TT1060V,PL008C
urb_ctran,2013,12.0,A,TT1060V,PL009C
urb_ctran,2013,21.0,A,TT1060V,PL010C
urb_ctran,2013,10.0,A,TT1060V,PL011C
urb_ctran,2013,14.0,A,TT1060V,PL012C
urb_ctran,2013,5.0,A,TT1060V,PL013C
urb_ctran,2013,3.0,A,TT1060V,PL014C
urb_ctran,2013,12.0,A,TT1060V,PL015C
urb_ctran,2013,7.0,A,TT1060V,PL016C
urb_ctran,2013,8.0,A,TT1060V,PL017C
urb_ctran,2013,0.0,A,TT1060V,PL018C
urb_ctran,2013,7.0,A,TT1060V,PL019C
urb_ctran,2013,6.0,A,TT1060V,PL020C
urb_ctran,2013,2.0,A,TT1060V,PL021C
urb_ctran,2013,4.0,A,TT1060V,PL022C
urb_ctran,2013,1.0,A,TT1060V,PL023C
urb_ctran,2013,12.0,A,TT1060V,PL024C
urb_ctran,2013,5.0,A,TT1060V,PL025C
urb_ctran,2013,4.0,A,TT1060V,PL026C
urb_ctran,2013,4.0,A,TT1060V,PL027C
urb_ctran,2013,1.0,A,TT1060V,PL028C
urb_ctran,2013,5.0,A,TT1060V,PL029C
urb_ctran,2013,3.0,A,TT1060V,PL030C
urb_ctran,2013,0.0,A,TT1060V,PL031C
urb_ctran,2013,5.0,A,TT1060V,PL032C
urb_ctran,2013,5.0,A,TT1060V,PL033C
urb_ctran,2013,5.0,A,TT1060V,PL034C
urb_ctran,2013,0.0,A,TT1060V,PL035C
urb_ctran,2013,2.0,A,TT1060V,PL036C
urb_ctran,2013,0.0,A,TT1060V,PL037C
urb_ctran,2013,4.0,A,TT1060V,PL038C
urb_ctran,2013,3.0,A,TT1060V,PL039C
urb_ctran,2013,0.0,A,TT1060V,PL040C
urb_ctran,2013,2.0,A,TT1060V,PL041C
urb_ctran,2013,4.0,A,TT1060V,PL042C
urb_ctran,2013,1.0,A,TT1060V,PL043C
urb_ctran,2013,2.0,A,TT1060V,PL044C
urb_ctran,2013,2.0,A,TT1060V,PL045C
urb_ctran,2013,2.0,A,TT1060V,PL046C
urb_ctran,2013,1.0,A,TT1060V,PL047C
urb_ctran,2013,2.0,A,TT1060V,PL048C
urb_ctran,2013,2.0,A,TT1060V,PL049C
urb_ctran,2013,3.0,A,TT1060V,PL050C
urb_ctran,2013,0.0,A,TT1060V,PL051C
urb_ctran,2013,3.0,A,TT1060V,PL052C
urb_ctran,2013,8.0,A,TT1060V,PL053C
urb_ctran,2013,6.0,A,TT1060V,PL054C
urb_ctran,2013,5.0,A,TT1060V,PL055C
urb_ctran,2013,10.0,A,TT1060V,PL056C
urb_ctran,2013,4.0,A,TT1060V,PL057C
urb_ctran,2013,7.0,A,TT1060V,PL058C
urb_ctran,2013,3.0,A,TT1060V,PL059C
urb_ctran,2013,7.0,A,TT1060V,PL060C
urb_ctran,2013,10.0,A,TT1060V,PL061C
urb_ctran,2013,3.0,A,TT1060V,PL062C
urb_ctran,2013,5.0,A,TT1060V,PL063C
urb_ctran,2013,5.0,A,TT1060V,PL064C
urb_ctran,2013,1.0,A,TT1060V,PL065C
urb_ctran,2013,2.0,A,TT1060V,PL066C
urb_ctran,2013,4.0,A,TT1060V,PL067C
urb_ctran,2013,1.0,A,TT1060V,PL068C
urb_ctran,2013,672.0,A,TT1060V,PT
urb_ctran,2013,59.0,A,TT1060V,PT001C
urb_ctran,2013,38.0,A,TT1060V,PT002C
urb_ctran,2013,6.0,A,TT1060V,PT003C
urb_ctran,2013,11.0,A,TT1060V,PT004C
urb_ctran,2013,7.0,A,TT1060V,PT005C
urb_ctran,2013,5.0,A,TT1060V,PT006C
urb_ctran,2013,4.0,A,TT1060V,PT007C
urb_ctran,2013,8.0,A,TT1060V,PT008C
urb_ctran,2013,2.0,A,TT1060V,PT009C
urb_ctran,2013,7.0,A,TT1060V,PT010C
urb_ctran,2013,5.0,A,TT1060V,PT011C
urb_ctran,2013,4.0,A,TT1060V,PT012C
urb_ctran,2013,1.0,A,TT1060V,PT013C
urb_ctran,2013,13.0,A,TT1060V,PT014C
urb_ctran,2013,8.0,A,TT1060V,PT015C
urb_ctran,2013,6.0,A,TT1060V,PT016C
urb_ctran,2013,1861.0,A,TT1060V,RO
urb_ctran,2013,125.0,A,TT1060V,SI
urb_ctran,2013,17.0,A,TT1060V,SI001C
urb_ctran,2013,3.0,A,TT1060V,SI002C
urb_ctran,2013,223.0,A,TT1060V,SK
urb_ctran,2013,4.0,A,TT1060V,SK001C
urb_ctran,2013,12.0,A,TT1060V,SK002C
urb_ctran,2013,0.0,A,TT1060V,SK003C
urb_ctran,2013,0.0,A,TT1060V,SK004C
urb_ctran,2013,3.0,A,TT1060V,SK005C
urb_ctran,2013,2.0,A,TT1060V,SK006C
urb_ctran,2013,2.0,A,TT1060V,SK007C
urb_ctran,2013,1.0,A,TT1060V,SK008C
urb_ctran,2013,132.0,A,TT1060V,UK001C
urb_ctran,2013,29.0,A,TT1060V,UK002C
urb_ctran,2013,15.0,A,TT1060V,UK003C
urb_ctran,2013,4.0,A,TT1060V,UK004C
urb_ctran,2013,13.0,A,TT1060V,UK005C
urb_ctran,2013,8.0,A,TT1060V,UK006C
urb_ctran,2013,8.0,A,TT1060V,UK007C
urb_ctran,2013,4.0,A,TT1060V,UK008C
urb_ctran,2013,1.0,A,TT1060V,UK009C
urb_ctran,2013,7.0,A,TT1060V,UK010C
urb_ctran,2013,12.0,A,TT1060V,UK011C
urb_ctran,2013,2.0,A,TT1060V,UK012C
urb_ctran,2013,0.0,A,TT1060V,UK013C
urb_ctran,2013,3.0,A,TT1060V,UK014C
urb_ctran,2013,4.0,A,TT1060V,UK015C
urb_ctran,2013,2.0,A,TT1060V,UK016C
urb_ctran,2013,0.0,A,TT1060V,UK017C
urb_ctran,2013,1.0,A,TT1060V,UK018C
urb_ctran,2013,2.0,A,TT1060V,UK019C
urb_ctran,2013,2.0,A,TT1060V,UK020C
urb_ctran,2013,5.0,A,TT1060V,UK021C
urb_ctran,2013,1.0,A,TT1060V,UK022C
urb_ctran,2013,0.0,A,TT1060V,UK023C
urb_ctran,2013,6.0,A,TT1060V,UK024C
urb_ctran,2013,7.0,A,TT1060V,UK025C
urb_ctran,2013,4.0,A,TT1060V,UK026C
urb_ctran,2013,3.0,A,TT1060V,UK027C
urb_ctran,2013,3.0,A,TT1060V,UK028C
urb_ctran,2013,4.0,A,TT1060V,UK029C
urb_ctran,2013,6.0,A,TT1060V,UK030C
urb_ctran,2013,3.0,A,TT1060V,UK031C
urb_ctran,2013,0.0,A,TT1060V,UK032C
urb_ctran,2013,3.0,A,TT1060V,UK033C
urb_ctran,2013,1.0,A,TT1060V,UK034C
urb_ctran,2013,4.0,A,TT1060V,UK035C
urb_ctran,2013,3.0,A,TT1060V,UK036C
urb_ctran,2013,3.0,A,TT1060V,UK037C
urb_ctran,2013,6.0,A,TT1060V,UK038C
urb_ctran,2013,2.0,A,TT1060V,UK039C
urb_ctran,2013,4.0,A,TT1060V,UK040C
urb_ctran,2013,0.0,A,TT1060V,UK041C
urb_ctran,2013,2.0,A,TT1060V,UK042C
urb_ctran,2013,0.0,A,TT1060V,UK043C
urb_ctran,2013,1.0,A,TT1060V,UK044C
urb_ctran,2013,0.0,A,TT1060V,UK045C
urb_ctran,2013,3.0,A,TT1060V,UK046C
urb_ctran,2013,0.0,A,TT1060V,UK047C
urb_ctran,2013,1.0,A,TT1060V,UK048C
urb_ctran,2013,2.0,A,TT1060V,UK049C
urb_ctran,2013,1.0,A,TT1060V,UK050C
urb_ctran,2013,0.0,A,TT1060V,UK051C
urb_ctran,2013,3.0,A,TT1060V,UK052C
urb_ctran,2013,1.0,A,TT1060V,UK053C
urb_ctran,2013,13.0,A,TT1060V,UK054C
urb_ctran,2013,6.0,A,TT1060V,UK055C
urb_ctran,2013,10.0,A,TT1060V,UK056C
urb_ctran,2013,8.0,A,TT1060V,UK057C
urb_ctran,2013,4.0,A,TT1060V,UK058C
urb_ctran,2013,10.0,A,TT1060V,UK059C
urb_ctran,2013,3.0,A,TT1060V,UK060C
urb_ctran,2013,4.0,A,TT1060V,UK061C
urb_ctran,2013,9.0,A,TT1060V,UK062C
urb_ctran,2013,3.0,A,TT1060V,UK063C
urb_ctran,2013,7.0,A,TT1060V,UK064C
urb_ctran,2013,5.0,A,TT1060V,UK065C
urb_ctran,2013,7.0,A,TT1060V,UK066C
urb_ctran,2013,7.0,A,TT1060V,UK067C
urb_ctran,2013,3.0,A,TT1060V,UK068C
urb_ctran,2013,1.0,A,TT1060V,UK069C
urb_ctran,2013,6.0,A,TT1060V,UK070C
urb_ctran,2013,1.0,A,TT1060V,UK071C
urb_ctran,2013,8.0,A,TT1060V,UK072C
urb_ctran,2013,4.0,A,TT1060V,UK073C
urb_ctran,2013,1.0,A,TT1060V,UK074C
urb_ctran,2013,5.0,A,TT1060V,UK075C
urb_ctran,2013,2.0,A,TT1060V,UK076C
urb_ctran,2013,4.0,A,TT1060V,UK077C
urb_ctran,2013,3.0,A,TT1060V,UK078C
urb_ctran,2013,2.0,A,TT1060V,UK079C
urb_ctran,2013,2.0,A,TT1060V,UK080C
urb_ctran,2013,3.0,A,TT1060V,UK081C
urb_ctran,2013,4.0,A,TT1060V,UK082C
urb_ctran,2013,8.0,A,TT1060V,UK083C
urb_ctran,2013,4.0,A,TT1060V,UK084C
urb_ctran,2013,1.0,A,TT1060V,UK085C
urb_ctran,2013,0.0,A,TT1060V,UK086C
urb_ctran,2013,3.0,A,TT1060V,UK087C
urb_ctran,2013,8.0,A,TT1060V,UK088C
urb_ctran,2013,6.0,A,TT1060V,UK089C
urb_ctran,2013,3.0,A,TT1060V,UK090C
urb_ctran,2013,2.0,A,TT1060V,UK091C
urb_ctran,2013,2.0,A,TT1060V,UK092C
urb_ctran,2013,2.0,A,TT1060V,UK093C
urb_ctran,2013,2.0,A,TT1060V,UK094C
urb_ctran,2013,7.0,A,TT1060V,UK095C
urb_ctran,2013,6.0,A,TT1060V,UK096C
urb_ctran,2013,8.0,A,TT1060V,UK097C
urb_ctran,2013,1.0,A,TT1060V,UK098C
urb_ctran,2013,0.0,A,TT1060V,UK099C
urb_ctran,2013,4.0,A,TT1060V,UK100C
urb_ctran,2013,3.0,A,TT1060V,UK101C
urb_ctran,2013,2.0,A,TT1060V,UK102C
urb_ctran,2013,3.0,A,TT1060V,UK103C
urb_ctran,2013,2.0,A,TT1060V,UK104C
urb_ctran,2013,4.0,A,TT1060V,UK105C
urb_ctran,2013,7.0,A,TT1060V,UK106C
urb_ctran,2013,2.0,A,TT1060V,UK107C
urb_ctran,2013,0.0,A,TT1060V,UK108C
urb_ctran,2013,4.0,A,TT1060V,UK109C
urb_ctran,2013,5.0,A,TT1060V,UK110C
urb_ctran,2013,2.0,A,TT1060V,UK111C
urb_ctran,2013,2.0,A,TT1060V,UK112C
urb_ctran,2013,0.0,A,TT1060V,UK113C
urb_ctran,2013,3.0,A,TT1060V,UK114C
urb_ctran,2013,4.0,A,TT1060V,UK115C
urb_ctran,2013,3.0,A,TT1060V,UK116C
urb_ctran,2013,1.0,A,TT1060V,UK117C
urb_ctran,2013,3.0,A,TT1060V,UK118C
urb_ctran,2013,8.0,A,TT1060V,UK119C
urb_ctran,2013,0.0,A,TT1060V,UK120C
urb_ctran,2013,3.0,A,TT1060V,UK121C
urb_ctran,2013,1.0,A,TT1060V,UK122C
urb_ctran,2013,2.0,A,TT1060V,UK123C
urb_ctran,2013,2.0,A,TT1060V,UK124C
urb_ctran,2013,1.0,A,TT1060V,UK125C
urb_ctran,2013,4.0,A,TT1060V,UK135C
urb_ctran,2013,105661.85,A,TT1064V,CH001C
urb_ctran,2013,243074.41,A,TT1064V,CH002C
urb_ctran,2013,47975.28,A,TT1064V,CH003C
urb_ctran,2013,50279.86,A,TT1064V,CH004C
urb_ctran,2013,64563.58,A,TT1064V,CH005C
urb_ctran,2013,40844.97,A,TT1064V,CH006C
urb_ctran,2013,31977.2,A,TT1064V,CH007C
urb_ctran,2013,16805.92,A,TT1064V,CH008C
urb_ctran,2013,34763.7,A,TT1064V,CH009C
urb_ctran,2013,20304.25,A,TT1064V,CH010C
urb_ctran,2013,257894.0,A,TT1064V,DE001C
urb_ctran,2013,325527.0,A,TT1064V,DE002C
urb_ctran,2013,341312.0,A,TT1064V,DE003C
urb_ctran,2013,239540.0,A,TT1064V,DE004C
urb_ctran,2013,336050.0,A,TT1064V,DE005C
urb_ctran,2013,113163.0,A,TT1064V,DE006C
urb_ctran,2013,222469.0,A,TT1064V,DE007C
urb_ctran,2013,92995.0,A,TT1064V,DE010C
urb_ctran,2013,231698.0,A,TT1064V,DE011C
urb_ctran,2013,107117.0,A,TT1064V,DE012C
urb_ctran,2013,160236.0,A,TT1064V,DE013C
urb_ctran,2013,146286.0,A,TT1064V,DE014C
urb_ctran,2013,62432.0,A,TT1064V,DE015C
urb_ctran,2013,58406.0,A,TT1064V,DE016C
urb_ctran,2013,39098.0,A,TT1064V,DE017C
urb_ctran,2013,44531.0,A,TT1064V,DE018C
urb_ctran,2013,69510.0,A,TT1064V,DE019C
urb_ctran,2013,35296.0,A,TT1064V,DE020C
urb_ctran,2013,33600.0,A,TT1064V,DE021C
urb_ctran,2013,19070.0,A,TT1064V,DE022C
urb_ctran,2013,64250.0,A,TT1064V,DE023C
urb_ctran,2013,28729.0,A,TT1064V,DE024C
urb_ctran,2013,58909.0,A,TT1064V,DE025C
urb_ctran,2013,69391.0,A,TT1064V,DE026C
urb_ctran,2013,12845.0,A,TT1064V,DE027C
urb_ctran,2013,11811.0,A,TT1064V,DE028C
urb_ctran,2013,24201.0,A,TT1064V,DE029C
urb_ctran,2013,46527.0,A,TT1064V,DE030C
urb_ctran,2013,69434.0,A,TT1064V,DE031C
urb_ctran,2013,93030.0,A,TT1064V,DE032C
urb_ctran,2013,95255.0,A,TT1064V,DE033C
urb_ctran,2013,38784.0,A,TT1064V,DE034C
urb_ctran,2013,65381.0,A,TT1064V,DE035C
urb_ctran,2013,53519.0,A,TT1064V,DE036C
urb_ctran,2013,69915.0,A,TT1064V,DE037C
urb_ctran,2013,44727.0,A,TT1064V,DE038C
urb_ctran,2013,46076.0,A,TT1064V,DE039C
urb_ctran,2013,30677.0,A,TT1064V,DE040C
urb_ctran,2013,28887.0,A,TT1064V,DE041C
urb_ctran,2013,16895.0,A,TT1064V,DE042C
urb_ctran,2013,29635.0,A,TT1064V,DE043C
urb_ctran,2013,31902.0,A,TT1064V,DE044C
urb_ctran,2013,11356.0,A,TT1064V,DE045C
urb_ctran,2013,34046.0,A,TT1064V,DE046C
urb_ctran,2013,25007.0,A,TT1064V,DE047C
urb_ctran,2013,18799.0,A,TT1064V,DE048C
urb_ctran,2013,19890.0,A,TT1064V,DE049C
urb_ctran,2013,24439.0,A,TT1064V,DE050C
urb_ctran,2013,10193.0,A,TT1064V,DE051C
urb_ctran,2013,17972.0,A,TT1064V,DE052C
urb_ctran,2013,11281.0,A,TT1064V,DE053C
urb_ctran,2013,32364.0,A,TT1064V,DE054C
urb_ctran,2013,22403.0,A,TT1064V,DE055C
urb_ctran,2013,26352.0,A,TT1064V,DE056C
urb_ctran,2013,19064.0,A,TT1064V,DE057C
urb_ctran,2013,30122.0,A,TT1064V,DE058C
urb_ctran,2013,34122.0,A,TT1064V,DE059C
urb_ctran,2013,10555.0,A,TT1064V,DE060C
urb_ctran,2013,15338.0,A,TT1064V,DE061C
urb_ctran,2013,31929.0,A,TT1064V,DE062C
urb_ctran,2013,20918.0,A,TT1064V,DE063C
urb_ctran,2013,22478.0,A,TT1064V,DE064C
urb_ctran,2013,46648.0,A,TT1064V,DE065C
urb_ctran,2013,20291.0,A,TT1064V,DE066C
urb_ctran,2013,10326.0,A,TT1064V,DE067C
urb_ctran,2013,11323.0,A,TT1064V,DE068C
urb_ctran,2013,19593.0,A,TT1064V,DE069C
urb_ctran,2013,24094.0,A,TT1064V,DE070C
urb_ctran,2013,9273.0,A,TT1064V,DE071C
urb_ctran,2013,9909.0,A,TT1064V,DE072C
urb_ctran,2013,18435.0,A,TT1064V,DE073C
urb_ctran,2013,39639.0,A,TT1064V,DE074C
urb_ctran,2013,11312.0,A,TT1064V,DE075C
urb_ctran,2013,18880.0,A,TT1064V,DE076C
urb_ctran,2013,17129.0,A,TT1064V,DE077C
urb_ctran,2013,24065.0,A,TT1064V,DE078C
urb_ctran,2013,13493.0,A,TT1064V,DE079C
urb_ctran,2013,78265.0,A,TT1064V,DE080C
urb_ctran,2013,106036.0,A,TT1064V,DE081C
urb_ctran,2013,40709.0,A,TT1064V,DE082C
urb_ctran,2013,72391.0,A,TT1064V,DE083C
urb_ctran,2013,56966.0,A,TT1064V,DE085C
urb_ctran,2013,61938.0,A,TT1064V,DE086C
urb_ctran,2013,44640.0,A,TT1064V,DE087C
urb_ctran,2013,34006.0,A,TT1064V,DE088C
urb_ctran,2013,38891.0,A,TT1064V,DE089C
urb_ctran,2013,29366.0,A,TT1064V,DE090C
urb_ctran,2013,60074.0,A,TT1064V,DE091C
urb_ctran,2013,19868.0,A,TT1064V,DE092C
urb_ctran,2013,25324.0,A,TT1064V,DE093C
urb_ctran,2013,16139.0,A,TT1064V,DE094C
urb_ctran,2013,51713.0,A,TT1064V,DE095C
urb_ctran,2013,66305.0,A,TT1064V,DE096C
urb_ctran,2013,33297.0,A,TT1064V,DE097C
urb_ctran,2013,38659.0,A,TT1064V,DE098C
urb_ctran,2013,41135.0,A,TT1064V,DE099C
urb_ctran,2013,58214.0,A,TT1064V,DE100C
urb_ctran,2013,34768.0,A,TT1064V,DE101C
urb_ctran,2013,52092.0,A,TT1064V,DE102C
urb_ctran,2013,21776.0,A,TT1064V,DE103C
urb_ctran,2013,75517.0,A,TT1064V,DE104C
urb_ctran,2013,23200.0,A,TT1064V,DE105C
urb_ctran,2013,18173.0,A,TT1064V,DE106C
urb_ctran,2013,40626.0,A,TT1064V,DE107C
urb_ctran,2013,18199.0,A,TT1064V,DE108C
urb_ctran,2013,30479.0,A,TT1064V,DE109C
urb_ctran,2013,57981.0,A,TT1064V,DE110C
urb_ctran,2013,28726.0,A,TT1064V,DE111C
urb_ctran,2013,54697.0,A,TT1064V,DE112C
urb_ctran,2013,15163.0,A,TT1064V,DE113C
urb_ctran,2013,23676.0,A,TT1064V,DE114C
urb_ctran,2013,28025.0,A,TT1064V,DE115C
urb_ctran,2013,26420.0,A,TT1064V,DE116C
urb_ctran,2013,21321.0,A,TT1064V,DE117C
urb_ctran,2013,25785.0,A,TT1064V,DE118C
urb_ctran,2013,19374.0,A,TT1064V,DE119C
urb_ctran,2013,23956.0,A,TT1064V,DE120C
urb_ctran,2013,16650.0,A,TT1064V,DE121C
urb_ctran,2013,28080.0,A,TT1064V,DE122C
urb_ctran,2013,60667.0,A,TT1064V,DE123C
urb_ctran,2013,43735.0,A,TT1064V,DE124C
urb_ctran,2013,23626.0,A,TT1064V,DE125C
urb_ctran,2013,3825218.0,A,TT1064V,FR
urb_ctran,2013,682061.0,A,TT1064V,FR001C
urb_ctran,2013,190504.0,A,TT1064V,FR002C
urb_ctran,2013,139288.0,A,TT1064V,FR003C
urb_ctran,2013,79567.0,A,TT1064V,FR004C
urb_ctran,2013,121120.0,A,TT1064V,FR005C
urb_ctran,2013,158001.0,A,TT1064V,FR006C
urb_ctran,2013,110167.0,A,TT1064V,FR007C
urb_ctran,2013,43575.0,A,TT1064V,FR008C
urb_ctran,2013,83454.0,A,TT1064V,FR009C
urb_ctran,2013,73135.0,A,TT1064V,FR010C
urb_ctran,2013,75385.0,A,TT1064V,FR011C
urb_ctran,2013,72226.0,A,TT1064V,FR012C
urb_ctran,2013,57386.0,A,TT1064V,FR013C
urb_ctran,2013,32208.0,A,TT1064V,FR014C
urb_ctran,2013,39312.0,A,TT1064V,FR015C
urb_ctran,2013,96953.0,A,TT1064V,FR016C
urb_ctran,2013,37922.0,A,TT1064V,FR017C
urb_ctran,2013,46010.0,A,TT1064V,FR018C
