dataset,time,obs_value,freq,nace_r2,age,sex,unit,geo
lfst_r_lfe2en2,2010,61.7,A,A,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,3.4,A,A,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,529.3,A,A,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,39.8,A,A,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,90.5,A,A,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,5.5,A,A,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,763.1,A,A,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,54.8,A,A,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,6.2,A,A,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,6.9,A,A,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,35.0,A,A,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,4.4,A,A,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,8.2,A,A,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,41.2,A,A,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,4.5,A,A,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,32.8,A,A,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2010,2.8,A,A,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,248.9,A,A,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2010,15.9,A,A,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,75.3,A,A,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2010,3.9,A,A,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,600.0,A,A,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2010,49.2,A,A,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,108.1,A,A,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2010,6.7,A,A,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,848.8,A,A,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2010,65.1,A,A,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,6.5,A,B-E,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2010,54.7,A,B-E,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2010,8.2,A,B-E,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,22.7,A,B-E,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2010,4.0,A,B-E,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,181.3,A,B-E,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2010,26.0,A,B-E,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,29.1,A,B-E,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2010,5.2,A,B-E,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,235.9,A,B-E,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2010,34.2,A,B-E,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,101.4,A,B-E,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,26.4,A,B-E,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,1179.8,A,B-E,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,165.2,A,B-E,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,291.1,A,B-E,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,64.3,A,B-E,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3329.0,A,B-E,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,412.2,A,B-E,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,392.5,A,B-E,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,90.7,A,B-E,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,4508.8,A,B-E,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,577.4,A,B-E,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,102.4,A,B-E,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,26.5,A,B-E,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,1186.4,A,B-E,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,166.1,A,B-E,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,293.1,A,B-E,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,65.0,A,B-E,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3362.8,A,B-E,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,416.2,A,B-E,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,395.4,A,B-E,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,91.5,A,B-E,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,4549.3,A,B-E,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,582.3,A,B-E,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,95.0,A,B-E,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,25.2,A,B-E,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,1125.2,A,B-E,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,157.0,A,B-E,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,268.4,A,B-E,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,60.3,A,B-E,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3147.7,A,B-E,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,386.2,A,B-E,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,363.4,A,B-E,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,85.5,A,B-E,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,4272.9,A,B-E,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,543.2,A,B-E,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,6.6,A,B-E,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,33.9,A,B-E,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,4.0,A,B-E,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.9,A,B-E,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,40.5,A,B-E,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,4.9,A,B-E,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,102.4,A,B-E,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2010,26.5,A,B-E,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,1187.2,A,B-E,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2010,166.1,A,B-E,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,293.1,A,B-E,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2010,65.0,A,B-E,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3368.3,A,B-E,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2010,416.8,A,B-E,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,395.4,A,B-E,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2010,91.5,A,B-E,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,4555.5,A,B-E,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2010,582.9,A,B-E,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,3.2,A,F,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2010,18.2,A,F,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2010,4.4,A,F,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,143.6,A,F,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2010,13.2,A,F,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,19.6,A,F,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2010,5.1,A,F,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,146.8,A,F,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2010,13.2,A,F,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,14.6,A,F,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,5.3,A,F,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,105.3,A,F,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.6,A,F,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,155.1,A,F,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,41.2,A,F,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,1758.0,A,F,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,156.8,A,F,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,169.7,A,F,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,46.4,A,F,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,1863.3,A,F,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,168.4,A,F,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,14.9,A,F,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,5.5,A,F,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,107.6,A,F,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.6,A,F,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,157.2,A,F,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,41.7,A,F,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,1779.1,A,F,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,158.7,A,F,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,172.1,A,F,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,47.2,A,F,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,1886.7,A,F,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,170.3,A,F,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,13.2,A,F,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,4.6,A,F,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,102.1,A,F,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.5,A,F,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,136.9,A,F,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,36.8,A,F,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,1614.4,A,F,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,143.7,A,F,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,150.1,A,F,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,41.4,A,F,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,1716.5,A,F,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,155.2,A,F,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.3,A,F,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,2.2,A,F,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,21.1,A,F,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,1.9,A,F,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.4,A,F,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,23.5,A,F,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,1.9,A,F,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,14.9,A,F,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2010,5.5,A,F,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,107.6,A,F,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.6,A,F,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,157.2,A,F,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2010,41.7,A,F,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,1781.4,A,F,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2010,159.0,A,F,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,172.1,A,F,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2010,47.2,A,F,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,1889.0,A,F,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2010,170.6,A,F,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,53.5,A,G-I,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2010,20.3,A,G-I,Y15-24,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,205.2,A,G-I,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2010,20.7,A,G-I,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,38.0,A,G-I,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2010,14.6,A,G-I,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,242.4,A,G-I,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2010,21.0,A,G-I,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,91.5,A,G-I,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2010,34.9,A,G-I,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,447.5,A,G-I,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2010,41.7,A,G-I,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,239.1,A,G-I,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,87.4,A,G-I,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,2104.1,A,G-I,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,196.2,A,G-I,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,291.0,A,G-I,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,106.9,A,G-I,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3316.7,A,G-I,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,300.5,A,G-I,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,530.1,A,G-I,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,194.3,A,G-I,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,5420.8,A,G-I,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,496.7,A,G-I,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,241.5,A,G-I,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,88.3,A,G-I,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,2132.1,A,G-I,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,197.9,A,G-I,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,295.4,A,G-I,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,108.2,A,G-I,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3379.4,A,G-I,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,306.3,A,G-I,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,536.9,A,G-I,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,196.4,A,G-I,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,5511.5,A,G-I,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,504.2,A,G-I,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,185.6,A,G-I,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,67.1,A,G-I,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,1898.9,A,G-I,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,175.5,A,G-I,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,253.0,A,G-I,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,92.3,A,G-I,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3074.3,A,G-I,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,279.5,A,G-I,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,438.7,A,G-I,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,159.4,A,G-I,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,4973.2,A,G-I,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,455.0,A,G-I,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.5,A,G-I,Y65-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,28.0,A,G-I,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,1.7,A,G-I,Y65-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,4.3,A,G-I,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,62.7,A,G-I,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,5.8,A,G-I,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,6.8,A,G-I,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,2.1,A,G-I,Y65-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,90.8,A,G-I,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,7.5,A,G-I,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,241.5,A,G-I,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2010,88.3,A,G-I,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,2138.4,A,G-I,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2010,198.5,A,G-I,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,295.4,A,G-I,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2010,108.2,A,G-I,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,3390.5,A,G-I,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2010,306.5,A,G-I,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,536.9,A,G-I,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2010,196.4,A,G-I,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,5528.9,A,G-I,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2010,504.9,A,G-I,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.6,A,J,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2010,6.5,A,J,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2010,3.1,A,J,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2010,15.5,A,J,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2010,5.7,A,J,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2010,2.8,A,J,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,22.0,A,J,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2010,31.9,A,J,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,19.0,A,J,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,175.0,A,J,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.4,A,J,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,62.1,A,J,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,33.8,A,J,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,343.1,A,J,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,23.1,A,J,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,93.9,A,J,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,52.8,A,J,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,518.1,A,J,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,34.4,A,J,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,32.3,A,J,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,19.2,A,J,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,176.4,A,J,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.7,A,J,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,62.7,A,J,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,34.1,A,J,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,345.9,A,J,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,23.1,A,J,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,95.0,A,J,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,53.3,A,J,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,522.3,A,J,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,34.8,A,J,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,29.2,A,J,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,17.7,A,J,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,168.5,A,J,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.3,A,J,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,59.0,A,J,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,32.3,A,J,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,327.6,A,J,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,21.7,A,J,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,88.2,A,J,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,50.0,A,J,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,496.1,A,J,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,33.0,A,J,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,2.8,A,J,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,4.2,A,J,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,32.3,A,J,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2010,19.2,A,J,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,176.4,A,J,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2010,11.7,A,J,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,62.7,A,J,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2010,34.1,A,J,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,346.1,A,J,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2010,23.1,A,J,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,95.0,A,J,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2010,53.3,A,J,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,522.6,A,J,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2010,34.8,A,J,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,10.1,A,K,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2010,9.9,A,K,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2010,2.9,A,K,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2010,20.0,A,K,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2010,1.9,A,K,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,30.8,A,K,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,15.8,A,K,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,281.7,A,K,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,26.4,A,K,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,18.0,A,K,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,11.9,A,K,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,366.9,A,K,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,30.0,A,K,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,48.8,A,K,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,27.7,A,K,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,648.6,A,K,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,56.4,A,K,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,30.9,A,K,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2010,15.8,A,K,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,282.8,A,K,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2010,26.4,A,K,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,18.3,A,K,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2010,12.0,A,K,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,373.0,A,K,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2010,30.1,A,K,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,49.1,A,K,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2010,27.8,A,K,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,655.8,A,K,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2010,56.5,A,K,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2010,28.8,A,K,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2010,14.9,A,K,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2010,271.6,A,K,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2010,25.1,A,K,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2010,17.1,A,K,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2010,11.4,A,K,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2010,356.9,A,K,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2010,29.3,A,K,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2010,45.9,A,K,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2010,26.2,A,K,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2010,628.6,A,K,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2010,54.5,A,K,Y25-64,T,THS_PER,ITH3
