dataset,time,obs_value,freq,nace_r2,age,sex,unit,geo
lfst_r_lfe2en2,2015,2.0,A,A,Y65-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,7.3,A,A,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,10.3,A,A,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,35.1,A,A,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,4.3,A,A,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,12.3,A,A,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,42.4,A,A,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,4.3,A,A,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,26.1,A,A,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,228.9,A,A,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,15.9,A,A,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,76.5,A,A,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2015,4.3,A,A,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,613.9,A,A,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2015,46.6,A,A,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,102.6,A,A,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2015,6.1,A,A,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,842.7,A,A,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2015,62.6,A,A,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,6.7,A,B-E,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2015,2.3,A,B-E,Y15-24,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,45.5,A,B-E,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2015,7.1,A,B-E,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,20.2,A,B-E,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2015,2.9,A,B-E,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,155.5,A,B-E,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2015,25.7,A,B-E,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,26.8,A,B-E,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2015,5.2,A,B-E,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,201.0,A,B-E,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2015,32.8,A,B-E,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,88.9,A,B-E,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,24.9,A,B-E,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,1141.3,A,B-E,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,160.6,A,B-E,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,264.2,A,B-E,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,54.6,A,B-E,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3300.3,A,B-E,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,412.0,A,B-E,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,353.1,A,B-E,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,79.4,A,B-E,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,4441.7,A,B-E,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,572.6,A,B-E,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,90.4,A,B-E,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,25.2,A,B-E,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,1151.2,A,B-E,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,161.3,A,B-E,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,268.4,A,B-E,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,55.4,A,B-E,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3347.1,A,B-E,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,416.6,A,B-E,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,358.7,A,B-E,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,80.6,A,B-E,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,4498.3,A,B-E,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,577.9,A,B-E,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,82.3,A,B-E,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,22.6,A,B-E,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,1095.8,A,B-E,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,153.5,A,B-E,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,244.0,A,B-E,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,51.7,A,B-E,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3144.8,A,B-E,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,386.3,A,B-E,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,326.3,A,B-E,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,74.3,A,B-E,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,4240.7,A,B-E,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,539.8,A,B-E,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,9.8,A,B-E,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,4.2,A,B-E,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,46.8,A,B-E,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,4.6,A,B-E,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,5.6,A,B-E,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,56.6,A,B-E,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,5.3,A,B-E,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,90.4,A,B-E,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,25.2,A,B-E,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,1151.9,A,B-E,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,161.3,A,B-E,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,268.4,A,B-E,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2015,55.4,A,B-E,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3355.4,A,B-E,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2015,418.6,A,B-E,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,358.7,A,B-E,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2015,80.6,A,B-E,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,4507.3,A,B-E,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2015,579.9,A,B-E,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,4.2,A,F,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2015,18.7,A,F,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2015,3.9,A,F,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,59.0,A,F,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2015,4.6,A,F,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,20.5,A,F,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2015,4.5,A,F,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,63.2,A,F,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2015,5.3,A,F,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,12.8,A,F,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,5.2,A,F,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,94.1,A,F,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,9.2,A,F,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,151.0,A,F,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,42.7,A,F,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,1350.6,A,F,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,130.6,A,F,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,163.8,A,F,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,48.0,A,F,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,1444.7,A,F,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,139.8,A,F,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,13.3,A,F,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,5.3,A,F,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,94.6,A,F,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,9.2,A,F,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,155.0,A,F,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,43.8,A,F,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,1371.7,A,F,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,132.4,A,F,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,168.3,A,F,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,49.1,A,F,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,1466.3,A,F,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,141.6,A,F,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,11.0,A,F,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,4.6,A,F,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,89.9,A,F,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,8.5,A,F,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,132.3,A,F,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,38.9,A,F,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,1291.5,A,F,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,126.0,A,F,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,143.3,A,F,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,43.5,A,F,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,1381.5,A,F,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,134.5,A,F,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,4.0,A,F,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,21.2,A,F,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,1.8,A,F,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,4.4,A,F,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,21.6,A,F,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,1.8,A,F,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,13.3,A,F,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,5.3,A,F,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,94.6,A,F,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,9.2,A,F,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,155.0,A,F,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2015,43.8,A,F,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,1373.6,A,F,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2015,132.5,A,F,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,168.3,A,F,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2015,49.1,A,F,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,1468.2,A,F,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2015,141.7,A,F,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,54.8,A,G-I,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2015,20.4,A,G-I,Y15-24,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,161.9,A,G-I,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2015,17.0,A,G-I,Y15-24,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,38.2,A,G-I,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2015,14.4,A,G-I,Y15-24,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,218.4,A,G-I,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2015,17.5,A,G-I,Y15-24,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,93.0,A,G-I,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2015,34.8,A,G-I,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,380.3,A,G-I,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2015,34.5,A,G-I,Y15-24,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,223.1,A,G-I,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,83.4,A,G-I,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,2165.0,A,G-I,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,206.5,A,G-I,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,271.6,A,G-I,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,98.5,A,G-I,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3263.6,A,G-I,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,285.4,A,G-I,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,494.7,A,G-I,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,181.9,A,G-I,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,5428.6,A,G-I,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,491.9,A,G-I,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,228.2,A,G-I,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,84.8,A,G-I,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,2201.2,A,G-I,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,211.0,A,G-I,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,280.1,A,G-I,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,101.2,A,G-I,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3339.5,A,G-I,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,292.4,A,G-I,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,508.3,A,G-I,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,186.0,A,G-I,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,5540.7,A,G-I,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,503.4,A,G-I,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,168.3,A,G-I,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,63.0,A,G-I,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,2003.1,A,G-I,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,189.5,A,G-I,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,233.4,A,G-I,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,84.1,A,G-I,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3045.2,A,G-I,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,267.9,A,G-I,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,401.7,A,G-I,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,147.1,A,G-I,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,5048.3,A,G-I,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,457.4,A,G-I,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,5.1,A,G-I,Y65-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,36.2,A,G-I,Y65-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,4.5,A,G-I,Y65-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,8.5,A,G-I,Y65-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,2.7,A,G-I,Y65-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,75.9,A,G-I,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,7.0,A,G-I,Y65-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,13.6,A,G-I,Y65-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,4.1,A,G-I,Y65-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,112.0,A,G-I,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,11.4,A,G-I,Y65-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,228.2,A,G-I,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,84.8,A,G-I,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,2206.3,A,G-I,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,211.1,A,G-I,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,280.1,A,G-I,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2015,101.2,A,G-I,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,3354.6,A,G-I,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2015,293.3,A,G-I,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,508.3,A,G-I,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2015,186.0,A,G-I,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,5561.0,A,G-I,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2015,504.4,A,G-I,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,2.2,A,J,Y15-24,F,THS_PER,FI
lfst_r_lfe2en2,2015,2.9,A,J,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2015,3.4,A,J,Y15-24,M,THS_PER,FI
lfst_r_lfe2en2,2015,10.1,A,J,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2015,5.6,A,J,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2015,2.4,A,J,Y15-24,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,13.0,A,J,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2015,34.1,A,J,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,20.7,A,J,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,171.1,A,J,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,8.5,A,J,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,70.2,A,J,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,39.2,A,J,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,385.2,A,J,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,27.8,A,J,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,104.3,A,J,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,59.9,A,J,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,556.3,A,J,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,36.4,A,J,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,34.7,A,J,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,21.1,A,J,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,172.6,A,J,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,8.5,A,J,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,71.1,A,J,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,39.5,A,J,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,388.4,A,J,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,28.1,A,J,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,105.8,A,J,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,60.6,A,J,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,561.0,A,J,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,36.7,A,J,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,31.9,A,J,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,19.9,A,J,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,168.2,A,J,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,8.4,A,J,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,66.8,A,J,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,37.6,A,J,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,375.1,A,J,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,27.8,A,J,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,98.7,A,J,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,57.5,A,J,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,543.3,A,J,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,36.2,A,J,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,3.3,A,J,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,4.8,A,J,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,34.7,A,J,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,21.1,A,J,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,172.6,A,J,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,8.5,A,J,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,71.1,A,J,Y_GE15,M,THS_PER,FI
lfst_r_lfe2en2,2015,39.5,A,J,Y_GE15,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,388.9,A,J,Y_GE15,M,THS_PER,IT
lfst_r_lfe2en2,2015,28.1,A,J,Y_GE15,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,105.8,A,J,Y_GE15,T,THS_PER,FI
lfst_r_lfe2en2,2015,60.6,A,J,Y_GE15,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,561.5,A,J,Y_GE15,T,THS_PER,IT
lfst_r_lfe2en2,2015,36.7,A,J,Y_GE15,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,4.2,A,K,Y15-24,F,THS_PER,IT
lfst_r_lfe2en2,2015,2.5,A,K,Y15-24,M,THS_PER,IT
lfst_r_lfe2en2,2015,2.2,A,K,Y15-24,T,THS_PER,FI
lfst_r_lfe2en2,2015,6.7,A,K,Y15-24,T,THS_PER,IT
lfst_r_lfe2en2,2015,29.1,A,K,Y15-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,13.6,A,K,Y15-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,290.3,A,K,Y15-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,30.6,A,K,Y15-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,19.2,A,K,Y15-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,12.3,A,K,Y15-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,344.5,A,K,Y15-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,28.4,A,K,Y15-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,48.3,A,K,Y15-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,25.9,A,K,Y15-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,634.7,A,K,Y15-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,59.0,A,K,Y15-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,29.3,A,K,Y15-74,F,THS_PER,FI
lfst_r_lfe2en2,2015,13.8,A,K,Y15-74,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,291.4,A,K,Y15-74,F,THS_PER,IT
lfst_r_lfe2en2,2015,30.7,A,K,Y15-74,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,19.4,A,K,Y15-74,M,THS_PER,FI
lfst_r_lfe2en2,2015,12.4,A,K,Y15-74,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,351.8,A,K,Y15-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,29.0,A,K,Y15-74,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,48.7,A,K,Y15-74,T,THS_PER,FI
lfst_r_lfe2en2,2015,26.2,A,K,Y15-74,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,643.3,A,K,Y15-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,59.7,A,K,Y15-74,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,27.5,A,K,Y25-64,F,THS_PER,FI
lfst_r_lfe2en2,2015,13.2,A,K,Y25-64,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,286.1,A,K,Y25-64,F,THS_PER,IT
lfst_r_lfe2en2,2015,30.6,A,K,Y25-64,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,18.5,A,K,Y25-64,M,THS_PER,FI
lfst_r_lfe2en2,2015,11.9,A,K,Y25-64,M,THS_PER,FI1B
lfst_r_lfe2en2,2015,342.0,A,K,Y25-64,M,THS_PER,IT
lfst_r_lfe2en2,2015,28.0,A,K,Y25-64,M,THS_PER,ITH3
lfst_r_lfe2en2,2015,46.0,A,K,Y25-64,T,THS_PER,FI
lfst_r_lfe2en2,2015,25.1,A,K,Y25-64,T,THS_PER,FI1B
lfst_r_lfe2en2,2015,628.0,A,K,Y25-64,T,THS_PER,IT
lfst_r_lfe2en2,2015,58.6,A,K,Y25-64,T,THS_PER,ITH3
lfst_r_lfe2en2,2015,7.4,A,K,Y65-74,M,THS_PER,IT
lfst_r_lfe2en2,2015,8.5,A,K,Y65-74,T,THS_PER,IT
lfst_r_lfe2en2,2015,29.3,A,K,Y_GE15,F,THS_PER,FI
lfst_r_lfe2en2,2015,13.8,A,K,Y_GE15,F,THS_PER,FI1B
lfst_r_lfe2en2,2015,291.4,A,K,Y_GE15,F,THS_PER,IT
lfst_r_lfe2en2,2015,30.7,A,K,Y_GE15,F,THS_PER,ITH3
lfst_r_lfe2en2,2015,19.4,A,K,Y_GE15,M,THS_PER,FI
